"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2025-09-16","96.4","-2.52","5.59","Skenes, Paul",621020,694973,"grounded_into_double_play","hit_into_play",,,,,13,"Dansby Swanson grounds into a double play, third baseman Jared Triolo to second baseman Nick Yorke to first baseman Spencer Horwitz. Carson Kelly out at 2nd. Dansby Swanson out at 1st.","R","R","R","PIT","CHC","X",5,"ground_ball",1,2,2025,"-1.41","0.66","-1.2","2.01",,,608348,1,3,"Top",114.32,170.43,,,,,6.76515687751859,-140.17774344414886,-5.458532847948945,-20.11343212859899,32.982333589606775,-22.429234800470635,"3.56","1.62",10,"71.1",-10,"96.9",2337,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.82",0.06,0.068,"0",1,0,0,2,24,5,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",239,"0.039","-0.244","64.3","6.5",0.07,"0.244","88.0",-2,2,"0.278","0.722",23,31,23,31,2,1,6,1,,1,"1.81","1.41","1.41","21.8",0.3057845002387738,3.2470917092438447,46.5641795603538,18.394582601970363,26.130261883714937
"CH","2025-09-16","89.5","-2.52","5.56","Skenes, Paul",621020,694973,,"foul",,,,,13,"Dansby Swanson grounds into a double play, third baseman Jared Triolo to second baseman Nick Yorke to first baseman Spencer Horwitz. Carson Kelly out at 2nd. Dansby Swanson out at 1st.","R","R","R","PIT","CHC","S",,,1,2,2025,"-1.44","0.83","-1.48","2.46",,,608348,1,3,"Top",,,,,,,5.646672722358942,-130.13964558714994,-3.327043923097053,-17.563163983899344,30.83332610924816,-22.30472283935375,"3.56","1.62",,,,"89.6",1830,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.79",,,,,,,,24,4,"Changeup",1,3,3,1,3,1,3,1,"Standard","Standard",259,"0","0","70.8","7.6",,"0",,-2,2,"0.278","0.722",23,31,23,31,2,1,6,1,,1,"2.05","1.44","1.44","20.9",24.52049592515314,-23.102883900359913,42.39952674061509,16.68004204104296,37.71636468173823
"FF","2025-09-16","97","-2.47","5.59","Skenes, Paul",621020,694973,,"ball",,,,,11,"Dansby Swanson grounds into a double play, third baseman Jared Triolo to second baseman Nick Yorke to first baseman Spencer Horwitz. Carson Kelly out at 2nd. Dansby Swanson out at 1st.","R","R","R","PIT","CHC","B",,,0,2,2025,"-1.24","1.06","-0.29","4.21",,,608348,1,3,"Top",,,,,,,8.718470558476719,-140.87837282871695,-0.49001554770553285,-18.62884183151063,36.14743951385025,-18.248125473510573,"3.56","1.65",,,,"96.9",2379,"6.6",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.86",,,,,,,,24,3,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",245,"0","0.011",,,,"-0.011",,-2,2,"0.278","0.722",23,31,23,31,2,1,6,1,,1,"1.39","1.24","1.24","23.0",,,,,
"ST","2025-09-16","83.4","-2.45","5.5","Skenes, Paul",621020,694973,,"foul",,,,,5,"Dansby Swanson grounds into a double play, third baseman Jared Triolo to second baseman Nick Yorke to first baseman Spencer Horwitz. Carson Kelly out at 2nd. Dansby Swanson out at 1st.","R","R","R","PIT","CHC","S",,,0,1,2025,"1.04","0.27","-0.08","2.75",,,608348,1,3,"Top",,,,,,,3.429561140996986,-121.37919430027162,-0.31727256120978886,9.445852460328222,26.820313184014655,-29.721317941133492,"3.56","1.62",256,"104.7",16,"83.9",2273,"6.9",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.6",,,,,,,,24,2,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",86,"0","-0.046","73.9","7.8",,"0.046","104.7",-2,2,"0.278","0.722",23,31,23,31,2,1,6,1,,1,"3.04","-1.04","-1.04","20.9",21.728843996230566,-21.201823303079138,32.3000481747592,32.639878430409894,41.784761041091336
"SI","2025-09-16","96.5","-2.44","5.61","Skenes, Paul",621020,694973,,"foul",,,,,13,"Dansby Swanson grounds into a double play, third baseman Jared Triolo to second baseman Nick Yorke to first baseman Spencer Horwitz. Carson Kelly out at 2nd. Dansby Swanson out at 1st.","R","R","R","PIT","CHC","S",,,0,0,2025,"-1.64","0.49","-0.86","2.25",,,608348,1,3,"Top",,,,,,,7.966472112306325,-140.1682192757335,-4.450543568882877,-23.397655991663328,33.93657499755774,-24.810898150212758,"3.56","1.62",,,,"96.6",2347,"6.6",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.92",,,,,,,,24,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",239,"0","-0.041","74.8","7.5",,"0.041",,-2,2,"0.278","0.722",23,31,23,31,2,1,6,1,,1,"1.98","1.64","1.64","23.1",20.267945747871153,-9.48357992214764,37.78749110782757,24.610777442214328,33.58135695873773
"FF","2025-09-16","97.1","-2.86","5.58","Skenes, Paul",691718,694973,"strikeout","swinging_strike",,,,,1,"Pete Crow-Armstrong strikes out swinging.","R","L","R","PIT","CHC","S",2,,2,2,2025,"-1.28","1.04","-0.36","3.01",,,608348,0,3,"Top",,,,,,,9.683678298726806,-141.0442440395949,-3.6879605330934777,-19.3874624941689,34.81664264697875,-17.666978808035392,"3.02","1.4",,,,"97.3",2337,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.83",,0,"0",1,0,0,,23,5,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",235,"0.026","-0.203","70.4","5.9",,"0.203",,-2,2,"0.252","0.748",23,23,23,23,2,1,6,1,,1,"1.4","1.28","-1.28","23.2",-3.024830517506627,24.6623981029177,39.64698245362796,36.18856006369981,17.298193703248018
"FF","2025-09-16","96.6","-2.95","5.53","Skenes, Paul",691718,694973,,"ball",,,,,11,"Pete Crow-Armstrong strikes out swinging.","R","L","R","PIT","CHC","B",,,1,2,2025,"-1.08","0.91","-1.67","4.31",,,608348,0,3,"Top",,,,,,,5.901381271928727,-140.4574239790517,0.2779575470629052,-15.66581976383163,34.7992694126372,-20.46755497187058,"3.02","1.34",,,,"96.9",2208,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.8",,,,,,,,23,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",245,"0","0.036",,,,"-0.036",,-2,2,"0.252","0.748",23,23,23,23,2,1,6,1,,1,"1.55","1.08","-1.08","20.5",,,,,
"CH","2025-09-16","90.2","-2.91","5.5","Skenes, Paul",691718,694973,,"swinging_strike",,,,,7,"Pete Crow-Armstrong strikes out swinging.","R","L","R","PIT","CHC","S",,,1,1,2025,"-1.31","0.73","-0.29","1.67",,,608348,0,3,"Top",,,,,,,9.342798634203922,-130.98357367696642,-5.102840215716826,-17.07036142028562,28.842232470785433,-22.85852353951624,"3.02","1.4",,,,"90.6",1950,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.78",,,,,,,,23,3,"Changeup",1,3,3,1,3,1,3,1,"Standard","Standard",260,"0","-0.071","72.2","8.6",,"0.071",,-2,2,"0.252","0.748",23,23,23,23,2,1,6,1,,1,"2.09","1.31","-1.31","22.8",30.859301757976773,-36.90035300199146,35.30864302867837,36.04432389862724,53.216545583529424
"SI","2025-09-16","97.1","-2.78","5.52","Skenes, Paul",691718,694973,,"swinging_strike",,,,,1,"Pete Crow-Armstrong strikes out swinging.","R","L","R","PIT","CHC","S",,,1,0,2025,"-1.68","0.35","-0.61","2.81",,,608348,0,3,"Top",,,,,,,9.721103503508274,-141.1010692206825,-2.5138059917242606,-24.67577744541253,32.827320286483584,-27.170715576292874,"3.02","1.4",,,,"97.6",2384,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.82",,,,,,,,23,2,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",241,"0","-0.048","76.7","7.0",,"0.048",,-2,2,"0.252","0.748",23,23,23,23,2,1,6,1,,1,"2.08","1.68","-1.68","19.9",13.981196920578178,1.2065453457169937,31.0771297483225,39.15976104041332,28.997513471281174
"FF","2025-09-16","97.5","-2.8","5.54","Skenes, Paul",691718,694973,,"ball",,,,,11,"Pete Crow-Armstrong strikes out swinging.","R","L","R","PIT","CHC","B",,,0,0,2025,"-1.1","1.13","-1.12","3.5",,,608348,0,3,"Top",,,,,,,7.098880640966365,-141.73173326786176,-2.557808658694518,-16.53122708741715,34.610143986789716,-16.564755706280607,"3.02","1.31",,,,"97.9",2371,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.79",,,,,,,,23,1,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",237,"0","0.04",,,,"-0.04",,-2,2,"0.252","0.748",23,23,23,23,2,1,6,1,,1,"1.28","1.1","-1.1","21.9",,,,,
"FF","2025-09-16","98.6","-2.34","5.6","Skenes, Paul",608348,694973,"single","hit_into_play",,,,,1,"Carson Kelly singles on a line drive to right fielder Alexander Canario.","R","R","R","PIT","CHC","X",9,"line_drive",2,2,2025,"-1.21","0.91","-0.31","3.25",,,,0,3,"Top",170.94,118.67,,,,,8.402891383138776,-143.246794666118,-3.037763990446103,-18.692033633079287,35.31191761639886,-19.148906835629305,"3.35","1.62",177,"78.3",14,"98.9",2375,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.78",0.663,0.624,"0.9",1,1,0,4,22,5,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",238,"-0.027","0.468","63.6","5.4",0.761,"-0.468","88.0",-2,2,"0.279","0.721",23,30,23,31,2,1,6,1,,2,"1.45","1.21","1.21","22.7",-2.118940572170703,21.421313713126278,26.938802830591694,33.31768330509992,20.192871404857204
"ST","2025-09-16","83.1","-2.56","5.55","Skenes, Paul",608348,694973,,"ball",,,,,11,"Carson Kelly singles on a line drive to right fielder Alexander Canario.","R","R","R","PIT","CHC","B",,,1,2,2025,"1.02","0.42","-0.99","4.13",,,,0,3,"Top",,,,,,,1.5906037683763956,-120.97566784925766,2.4571776904397904,9.658371843789974,25.529174448753093,-28.79854173139591,"3.38","1.61",,,,"83.4",2311,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.83",,,,,,,,22,4,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",89,"0","0.043",,,,"-0.043",,-2,2,"0.279","0.721",23,30,23,31,2,1,6,1,,2,"2.9","-1.02","-1.02","18.1",,,,,
"ST","2025-09-16","85.8","-2.4","5.47","Skenes, Paul",608348,694973,,"ball",,,,,14,"Carson Kelly singles on a line drive to right fielder Alexander Canario.","R","R","R","PIT","CHC","B",,,0,2,2025,"0.6","0.33","1.34","0.57",,,,0,3,"Top",,,,,,,7.673551568114911,-124.64587918543516,-5.949568374289415,4.525682064912208,27.829959841401713,-27.595970554532087,"3.24","1.6",,,,"86",2335,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.76",,,,,,,,22,3,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",71,"0","0.025",,,,"-0.025",,-2,2,"0.279","0.721",23,30,23,31,2,1,6,1,,2,"2.8","-0.6","-0.6","22.2",,,,,
"FF","2025-09-16","98","-2.34","5.58","Skenes, Paul",608348,694973,,"called_strike",,,,,3,"Carson Kelly singles on a line drive to right fielder Alexander Canario.","R","R","R","PIT","CHC","S",,,0,1,2025,"-1.13","1.08","0.74","2.99",,,,0,3,"Top",,,,,,,11.014658939896592,-142.14934228918992,-3.9476271349052867,-17.933688350233794,35.828115275830356,-16.798841105423282,"3.34","1.61",,,,"98.2",2362,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.71",,,,,,,,22,2,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",237,"0","-0.054",,,,"0.054",,-2,2,"0.279","0.721",23,30,23,31,2,1,6,1,,2,"1.33","1.13","1.13","22.2",,,,,
"ST","2025-09-16","84.1","-2.43","5.52","Skenes, Paul",608348,694973,,"called_strike",,,,,9,"Carson Kelly singles on a line drive to right fielder Alexander Canario.","R","R","R","PIT","CHC","S",,,0,0,2025,"0.66","0.48","0.47","2.07",,,,0,3,"Top",,,,,,,5.455249943508139,-122.31536285557475,-2.508688758238848,5.355970677018929,26.658983230109527,-27.11306770191255,"3.27","1.56",,,,"84.3",2221,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.82",,,,,,,,22,1,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",89,"0","-0.04",,,,"0.04",,-2,2,"0.279","0.721",23,30,23,31,2,1,6,1,,2,"2.78","-0.66","-0.66","21.5",,,,,
"SI","2025-09-16","97.5","-2.71","5.55","Skenes, Paul",694208,694973,"strikeout","called_strike",,,,,6,"Moisés Ballesteros called out on strikes.","R","L","R","PIT","CHC","S",2,,2,2,2025,"-1.44","0.59","0.53","2.74",,,663538,2,2,"Top",,,,,,,12.083513090309731,-141.5217134187106,-3.38413824810323,-22.080354833996964,31.11462985226645,-23.691722163147425,"3.31","1.67",,,,"98",2385,"6.6",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.9",,0,"0",1,0,0,,18,7,"Sinker",1,3,3,1,3,1,3,1,"Strategic","Standard",239,"0.018","-0.218",,,,"0.218",,-2,2,"0.313","0.687",23,21,23,22,2,1,6,1,,1,"1.82","1.44","-1.44","21.7",,,,,
"CH","2025-09-16","90","-2.89","5.52","Skenes, Paul",694208,694973,,"foul",,,,,13,"Moisés Ballesteros called out on strikes.","R","L","R","PIT","CHC","S",,,2,2,2025,"-1.41","0.6","-0.99","1.9",,,663538,2,2,"Top",,,,,,,7.756818228151227,-130.77480704902598,-4.277476785233425,-17.79529701346168,29.344188293086123,-24.55370837459006,"3.31","1.62",,,,"90.4",1770,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.77",,,,,,,,18,6,"Changeup",1,3,3,1,3,1,3,1,"Strategic","Standard",260,"0","0","78.8","8.2",,"0",,-2,2,"0.313","0.687",23,21,23,22,2,1,6,1,,1,"2.24","1.41","-1.41","20.6",19.25869737360076,-14.912574496344831,27.781573061188155,47.1242703980951,43.052663229118565
"CU","2025-09-16","85.2","-2.94","5.36","Skenes, Paul",694208,694973,,"blocked_ball",,,,,14,"Moisés Ballesteros called out on strikes.","R","L","R","PIT","CHC","B",,,1,2,2025,"0.32","-0.09","0.7","0.28",,,663538,2,2,"Top",,,,,,,7.977371160424328,-123.82951077174347,-5.504699657091775,1.7691603890128107,23.932726806688013,-32.21718909682634,"3.29","1.4",,,,"86.1",2520,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.65",,,,,,,,18,5,"Curveball",1,3,3,1,3,1,3,1,"Strategic","Standard",96,"0","0.034",,,,"-0.034",,-2,2,"0.313","0.687",23,21,23,22,2,1,6,1,,1,"3.23","-0.32","0.32","21.2",,,,,
"FF","2025-09-16","98.2","-2.9","5.56","Skenes, Paul",694208,694973,,"foul",,,,,11,"Moisés Ballesteros called out on strikes.","R","L","R","PIT","CHC","S",,,1,2,2025,"-1.14","0.82","-0.9","3.58",,,663538,2,2,"Top",,,,,,,8.143961536126888,-142.64617814136705,-1.7238047723588563,-17.586952953966666,36.57475706427909,-20.836897201109064,"3.31","1.62",186,"98.2",8,"98.5",2274,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.71",,,,,,,,18,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Strategic","Standard",241,"0","0","57.5","5.7",,"0","98.2",-2,2,"0.313","0.687",23,21,23,22,2,1,6,1,,1,"1.57","1.14","-1.14","19.9",-16.437229274279442,41.56343662506726,16.599198161584564,46.170986409985986,5.502961046431952
"CH","2025-09-16","90.1","-2.78","5.54","Skenes, Paul",694208,694973,,"foul",,,,,13,"Moisés Ballesteros called out on strikes.","R","L","R","PIT","CHC","S",,,1,1,2025,"-1.21","0.68","-1.46","2.33",,,663538,2,2,"Top",,,,,,,5.903901734197284,-130.95106777559258,-3.4128753210677716,-15.222184611209006,29.95727570100621,-23.87072798660878,"3.31","1.62",142,"66.7",66,"90.3",1819,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.83",,,,,,,,18,3,"Changeup",1,3,3,1,3,1,3,1,"Standard","Standard",256,"0","-0.072","62.3","7.7",,"0.072","88.0",-2,2,"0.313","0.687",23,21,23,22,2,1,6,1,,1,"2.16","1.21","-1.21","21.1",2.7886558957945686,9.886406111977756,26.920437712645633,53.71004743021426,27.327515350203768
"FF","2025-09-16","97.9","-2.77","5.54","Skenes, Paul",694208,694973,,"ball",,,,,11,"Moisés Ballesteros called out on strikes.","R","L","R","PIT","CHC","B",,,0,1,2025,"-1.3","1.18","-0.85","3.77",,,663538,2,2,"Top",,,,,,,8.251178363351741,-142.15772437449257,-1.8962928756894337,-19.657906945968307,38.33006486626707,-16.169504558951065,"3.31","1.54",,,,"97.7",2424,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.8",,,,,,,,18,2,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",245,"0","0.026",,,,"-0.026",,-2,2,"0.313","0.687",23,21,23,22,2,1,6,1,,1,"1.25","1.3","-1.3","24.9",,,,,
"FF","2025-09-16","97.9","-2.81","5.55","Skenes, Paul",694208,694973,,"swinging_strike",,,,,11,"Moisés Ballesteros called out on strikes.","R","L","R","PIT","CHC","S",,,0,0,2025,"-1.25","1.09","-0.34","3.71",,,663538,2,2,"Top",,,,,,,9.634252812385597,-142.04853343568772,-1.9085924157821728,-19.30610099104548,37.95421097275159,-17.30688863078508,"3.31","1.62",,,,"97.9",2374,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.66",,,,,,,,18,1,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",240,"0","-0.043","74.8","6.4",,"0.043",,-2,2,"0.313","0.687",23,21,23,22,2,1,6,1,,1,"1.33","1.25","-1.25","22.5",3.7525253193944397,14.359939362610335,15.440639471033833,39.060417968204746,26.010430134987164
"FF","2025-09-16","97.8","-2.87","5.52","Skenes, Paul",664023,694973,"sac_fly","hit_into_play",,,,,1,"Ian Happ out on a sacrifice fly to center fielder Oneil Cruz. Michael Busch scores.","R","L","R","PIT","CHC","X",8,"fly_ball",2,2,2025,"-1.1","0.97","-0.38","3.23",683737,,663538,1,2,"Top",122.78,55.9,,,,,9.33909278641913,-142.04884330169364,-2.8330102709084093,-17.22065137587111,37.01046181081316,-18.70991016620912,"3.57","1.62",354,"101.1",37,"97.9",2363,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.74",0.274,0.55,"0",1,0,0,5,17,5,"4-Seam Fastball",1,2,2,1,3,1,3,1,"Standard","Standard",242,"-0.019","-0.095","72.1","6.3",1.069,"0.095","101.1",-1,1,"0.332","0.668",23,30,23,31,2,1,6,1,,1,"1.45","1.1","-1.1","26.7",8.873393439257182,-1.4684102834915258,25.441000702935842,36.636101038752194,31.67558432141227
"CH","2025-09-16","90.6","-2.82","5.47","Skenes, Paul",664023,694973,,"ball",,,,,14,"Ian Happ out on a sacrifice fly to center fielder Oneil Cruz. Michael Busch scores.","R","L","R","PIT","CHC","B",,,1,2,2025,"-1.42","0.33","0.07","0.8",683737,,663538,1,2,"Top",,,,,,,10.263725091094443,-131.37570128235117,-6.3824967071096355,-18.654846586452553,29.84755224650351,-27.060861801033745,"3.57","1.62",,,,"90.6",1759,"6.7",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.84",,,,,,,,17,4,"Changeup",1,2,2,1,2,1,2,1,"Standard","Standard",257,"0","0.046",,,,"-0.046",,-1,1,"0.332","0.668",23,30,23,31,2,1,6,1,,1,"2.48","1.42","-1.42","23.4",,,,,
"FF","2025-09-16","98.2","-2.61","5.55","Skenes, Paul",664023,694973,,"called_strike",,,,,3,"Ian Happ out on a sacrifice fly to center fielder Oneil Cruz. Michael Busch scores.","R","L","R","PIT","CHC","S",,,1,1,2025,"-1.17","1","0.4","3.19",683737,,663538,1,2,"Top",,,,,,,10.91816639991962,-142.45857677655553,-3.179096144835489,-18.525312011630714,36.169362012309854,-17.98982213150288,"3.57","1.76",,,,"98.3",2343,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.73",,,,,,,,17,3,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",235,"0","-0.061",,,,"0.061",,-1,1,"0.332","0.668",23,30,23,31,2,1,6,1,,1,"1.39","1.17","-1.17","22.3",,,,,
"FF","2025-09-16","98.7","-2.77","5.56","Skenes, Paul",664023,694973,,"ball",,,,,1,"Ian Happ out on a sacrifice fly to center fielder Oneil Cruz. Michael Busch scores.","R","L","R","PIT","CHC","B",,,0,1,2025,"-1.15","1","-0.38","3.72",683737,,663538,1,2,"Top",,,,,,,9.266862138416215,-143.39382830322387,-1.8405194318116331,-18.135055764730048,37.20645776337281,-18.18185875602784,"3.62","1.68",,,,"98.9",2314,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.71",,,,,,,,17,2,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",235,"0","0.014",,,,"-0.014",,-1,1,"0.332","0.668",23,30,23,31,2,1,6,1,,1,"1.37","1.15","-1.15","24.4",,,,,
"FF","2025-09-16","99","-2.8","5.54","Skenes, Paul",664023,694973,,"swinging_strike",,,,,1,"Ian Happ out on a sacrifice fly to center fielder Oneil Cruz. Michael Busch scores.","R","L","R","PIT","CHC","S",,,0,0,2025,"-1.18","1.05","-0.5","3.49",683737,,663538,1,2,"Top",,,,,,,9.13453651176428,-143.8457436376904,-2.583681167899326,-18.679872940569695,37.51992617716234,-17.240122465919875,"3.57","1.62",,,,"99.2",2378,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.71",,,,,,,,17,1,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",241,"0","-0.041","70.0","5.7",,"0.041",,-1,1,"0.332","0.668",23,30,23,31,2,1,6,1,,1,"1.3","1.18","-1.18","22.9",2.508186810637813,14.418563610295159,27.868600452097827,37.39736072572412,22.281342634467613
"FF","2025-09-16","97.3","-2.29","5.6","Skenes, Paul",663538,694973,"single","hit_into_play",,,,,5,"Nico Hoerner singles on a sharp line drive to right fielder Alexander Canario. Michael Busch to 3rd.","R","R","R","PIT","CHC","X",9,"line_drive",1,1,2025,"-1.48","0.85","0.23","2.17",,683737,,1,2,"Top",179.07,95.3,,,,,10.1950775688992,-141.19012142550878,-5.599814499157149,-22.130280457130166,34.62103322400993,-19.65361234107009,"3.31","1.55",247,"105.2",12,"97.5",2261,"6.8",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.75",0.903,0.897,"0.9",1,1,0,4,16,3,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",242,"-0.042","0.556","70.5","6.9",1.186,"-0.556","105.2",-1,1,"0.374","0.626",23,28,23,28,2,1,6,1,,1,"1.59","1.48","1.48","23.8",-2.971377866359207,14.449543310075827,38.65996586631329,39.93158988940309,18.96376122662314
"FF","2025-09-16","98.8","-2.27","5.5","Skenes, Paul",663538,694973,,"ball",,,,,12,"Nico Hoerner singles on a sharp line drive to right fielder Alexander Canario. Michael Busch to 3rd.","R","R","R","PIT","CHC","B",,,0,1,2025,"-1.22","1.2","0.91","2.63",,683737,,1,2,"Top",,,,,,,11.597611409665785,-143.22282383965484,-5.141000234536367,-19.64078493152609,37.33292518710761,-14.577254842874561,"3.31","1.46",,,,"98.9",2356,"6.9",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.64",,,,,,,,16,2,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",259,"0","0.024",,,,"-0.024",,-1,1,"0.374","0.626",23,28,23,28,2,1,6,1,,1,"1.17","1.22","1.22","22.1",,,,,
"SI","2025-09-16","98.5","-2.38","5.6","Skenes, Paul",663538,694973,,"called_strike",,,,,5,"Nico Hoerner singles on a sharp line drive to right fielder Alexander Canario. Michael Busch to 3rd.","R","R","R","PIT","CHC","S",,,0,0,2025,"-1.51","0.75","0.09","2.38",,683737,,1,2,"Top",,,,,,,10.236262201605983,-142.94549128254113,-5.018690086550963,-23.10250576729884,34.56558361652645,-20.890119173128003,"3.31","1.52",,,,"98.6",2401,"6.6",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.92",,,,,,,,16,1,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",236,"0","-0.037",,,,"0.037",,-1,1,"0.374","0.626",23,28,23,28,2,1,6,1,,1,"1.62","1.51","1.51","25.6",,,,,
"ST","2025-09-16","84.8","-3.04","5.46","Skenes, Paul",683737,694973,"double","hit_into_play",,,,,8,"Michael Busch doubles (21) on a sharp fly ball to right fielder Alexander Canario.","R","L","R","PIT","CHC","X",9,"fly_ball",0,2,2025,"0.47","0.5","-0.23","1.76",,,,1,2,"Top",155,50,,,,,5.678565106040642,-123.29334129458397,-3.268257697206501,3.4995370850508136,27.155289265052716,-26.616404896433686,"3.25","1.52",390,"101.4",31,"85.3",2235,"6.9",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.6",0.549,1.051,"1.25",1,1,1,6,15,3,"Sweeper",1,2,2,1,2,1,2,1,"Strategic","Standard",79,"-0.038","0.733","68.1","7.8",2.034,"-0.733","101.4",-1,1,"0.412","0.588",23,27,23,28,2,1,6,1,,1,"2.7","-0.47","0.47","28.2",23.55733483677981,-7.337557549888442,41.08049726266619,37.88041291847003,36.838568182572565
"FF","2025-09-16","98.1","-3.03","5.55","Skenes, Paul",683737,694973,,"foul",,,,,1,"Michael Busch doubles (21) on a sharp fly ball to right fielder Alexander Canario.","R","L","R","PIT","CHC","S",,,0,1,2025,"-1.17","1","-0.41","3.01",,,,1,2,"Top",,,,,,,9.880686883753933,-142.53415362903164,-3.6944023449429557,-18.19942917805489,33.4902538233943,-17.93594291519569,"3.25","1.52",230,"79.3",51,"99",2423,"6.9",776308,680779,687462,694377,669707,693304,669261,665833,672744,"53.58",,,,,,,,15,2,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",237,"0","-0.053","59.6","6.2",,"0.053","88.0",-1,1,"0.412","0.588",23,27,23,28,2,1,6,1,,1,"1.38","1.17","-1.17","21.8",4.087507431244075,9.207614720457613,35.34262087407836,38.15705405886426,21.38395379076948
