pitch_type,zone,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,game_pk,fielder_2,at_bat_number,pitch_number,if_fielding_alignment,of_fielding_alignment,home_score_diff,bat_score_diff,bat_win_exp,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
FF,11,L,1,2,,,,0,5,Bot,776904,680779,38,4,Infield shade,Standard,-4,-4,0.111,22,2,1,6
FF,11,L,0,2,,,,0,5,Bot,776904,680779,38,3,Infield shade,Standard,-4,-4,0.111,22,2,1,6
CH,6,L,0,1,,,,0,5,Bot,776904,680779,38,2,Infield shade,Standard,-4,-4,0.111,22,2,1,6
FF,7,L,0,0,,,,0,5,Bot,776904,680779,38,1,Infield shade,Standard,-4,-4,0.111,22,2,1,6
FF,11,R,2,2,682653,,642731,2,4,Bot,776904,680779,31,6,Standard,Standard,-1,-1,0.421,27,2,1,6
SL,5,R,2,2,682653,,642731,2,4,Bot,776904,680779,31,5,Standard,Standard,-1,-1,0.421,27,2,1,6
ST,14,R,1,2,682653,,642731,2,4,Bot,776904,680779,31,4,Standard,Standard,-1,-1,0.421,27,2,1,6
ST,14,R,0,2,682653,,642731,2,4,Bot,776904,680779,31,3,Standard,Standard,-1,-1,0.421,27,2,1,6
FF,3,R,0,1,682653,,642731,2,4,Bot,776904,680779,31,2,Standard,Standard,-1,-1,0.421,27,2,1,6
SL,2,R,0,0,682653,,642731,2,4,Bot,776904,680779,31,1,Standard,Standard,-1,-1,0.421,27,2,1,6
SI,5,R,0,0,687597,682653,,1,4,Bot,776904,680779,30,1,Standard,Standard,-1,-1,0.54,29,2,1,6
FF,11,R,1,0,,,687597,1,4,Bot,776904,680779,29,2,Standard,Standard,-1,-1,0.425,23,2,1,6
FF,12,R,0,0,,,687597,1,4,Bot,776904,680779,29,1,Standard,Standard,-1,-1,0.425,23,2,1,6
FF,1,R,3,2,,,,1,4,Bot,776904,680779,28,6,Standard,Standard,-1,-1,0.391,24,2,1,6
SI,14,R,2,2,,,,1,4,Bot,776904,680779,28,5,Standard,Standard,-1,-1,0.391,24,2,1,6
ST,14,R,1,2,,,,1,4,Bot,776904,680779,28,4,Standard,Standard,-1,-1,0.391,24,2,1,6
FF,3,R,1,1,,,,1,4,Bot,776904,680779,28,3,Standard,Standard,-1,-1,0.391,24,2,1,6
SI,8,R,1,0,,,,1,4,Bot,776904,680779,28,2,Standard,Standard,-1,-1,0.391,24,2,1,6
CU,14,R,0,0,,,,1,4,Bot,776904,680779,28,1,Standard,Standard,-1,-1,0.391,24,2,1,6
ST,9,R,0,2,,,,0,4,Bot,776904,680779,27,3,Standard,Standard,-1,-1,0.421,24,2,1,6
ST,9,R,0,1,,,,0,4,Bot,776904,680779,27,2,Standard,Standard,-1,-1,0.421,24,2,1,6
FF,9,R,0,0,,,,0,4,Bot,776904,680779,27,1,Standard,Standard,-1,-1,0.421,24,2,1,6
FF,11,L,3,2,,,,2,3,Bot,776904,680779,23,7,Infield shade,Standard,-1,-1,0.384,27,2,1,6
CH,14,L,2,2,,,,2,3,Bot,776904,680779,23,6,Infield shade,Standard,-1,-1,0.384,27,2,1,6
ST,14,L,2,2,,,,2,3,Bot,776904,680779,23,5,Strategic,Standard,-1,-1,0.384,27,2,1,6
FF,11,L,1,2,,,,2,3,Bot,776904,680779,23,4,Strategic,Standard,-1,-1,0.384,27,2,1,6
FF,3,L,1,1,,,,2,3,Bot,776904,680779,23,3,Standard,Standard,-1,-1,0.384,27,2,1,6
FF,3,L,1,0,,,,2,3,Bot,776904,680779,23,2,Standard,Standard,-1,-1,0.384,27,2,1,6
FF,11,L,0,0,,,,2,3,Bot,776904,680779,23,1,Standard,Standard,-1,-1,0.384,27,2,1,6
ST,14,R,0,2,,,,1,3,Bot,776904,680779,22,3,Standard,Standard,-1,-1,0.403,31,1,0,6
FF,3,R,0,1,,,,1,3,Bot,776904,680779,22,2,Standard,Standard,-1,-1,0.403,31,1,0,6
FF,5,R,0,0,,,,1,3,Bot,776904,680779,22,1,Standard,Standard,-1,-1,0.403,31,1,0,6
FF,1,R,1,0,,,,0,3,Bot,776904,680779,21,2,Standard,Standard,-1,-1,0.43,36,1,0,6
ST,11,R,0,0,,,,0,3,Bot,776904,680779,21,1,Standard,Standard,-1,-1,0.43,36,1,0,6
FF,2,L,2,2,,,,2,2,Bot,776904,680779,15,5,Infield shade,Standard,-1,-1,0.394,22,1,0,6
CH,13,L,1,2,,,,2,2,Bot,776904,680779,15,4,Strategic,Standard,-1,-1,0.394,22,1,0,6
FF,1,L,1,1,,,,2,2,Bot,776904,680779,15,3,Standard,Standard,-1,-1,0.394,22,1,0,6
FF,2,L,1,0,,,,2,2,Bot,776904,680779,15,2,Infield shade,Standard,-1,-1,0.394,22,1,0,6
CH,14,L,0,0,,,,2,2,Bot,776904,680779,15,1,Infield shade,Standard,-1,-1,0.394,22,1,0,6
ST,5,R,2,2,,,,1,2,Bot,776904,680779,14,5,Standard,Standard,-1,-1,0.412,27,1,0,6
FF,5,R,2,1,,,,1,2,Bot,776904,680779,14,4,Standard,Standard,-1,-1,0.412,27,1,0,6
FF,6,R,2,0,,,,1,2,Bot,776904,680779,14,3,Standard,Standard,-1,-1,0.412,27,1,0,6
FF,14,R,1,0,,,,1,2,Bot,776904,680779,14,2,Standard,Standard,-1,-1,0.412,27,1,0,6
FF,14,R,0,0,,,,1,2,Bot,776904,680779,14,1,Standard,Standard,-1,-1,0.412,27,1,0,6
ST,9,R,2,2,,,,0,2,Bot,776904,680779,13,5,Standard,Standard,-1,-1,0.437,29,1,0,6
ST,14,R,2,1,,,,0,2,Bot,776904,680779,13,4,Standard,Standard,-1,-1,0.437,29,1,0,6
SI,13,R,1,1,,,,0,2,Bot,776904,680779,13,3,Standard,Standard,-1,-1,0.437,29,1,0,6
ST,5,R,1,0,,,,0,2,Bot,776904,680779,13,2,Standard,Standard,-1,-1,0.437,29,1,0,6
SI,13,R,0,0,,,,0,2,Bot,776904,680779,13,1,Standard,Standard,-1,-1,0.437,29,1,0,6
FF,12,R,2,2,,687597,,2,1,Bot,776904,680779,9,6,Standard,Standard,-1,-1,0.426,23,1,0,6
ST,14,R,1,2,,687597,,2,1,Bot,776904,680779,9,5,Standard,Standard,-1,-1,0.426,23,1,0,6
ST,14,R,0,2,,,687597,2,1,Bot,776904,680779,9,4,Standard,Standard,-1,-1,0.416,23,1,0,6
FF,11,R,0,2,,,687597,2,1,Bot,776904,680779,9,3,Standard,Standard,-1,-1,0.416,23,1,0,6
FF,9,R,0,1,,,687597,2,1,Bot,776904,680779,9,2,Standard,Standard,-1,-1,0.416,23,1,0,6
FF,3,R,0,0,,,687597,2,1,Bot,776904,680779,9,1,Standard,Standard,-1,-1,0.416,23,1,0,6
ST,14,R,3,2,,,,2,1,Bot,776904,680779,8,6,Standard,Standard,-1,-1,0.402,24,1,0,6
FF,4,R,3,1,,,,2,1,Bot,776904,680779,8,5,Standard,Standard,-1,-1,0.402,24,1,0,6
FF,11,R,2,1,,,,2,1,Bot,776904,680779,8,4,Standard,Standard,-1,-1,0.402,24,1,0,6
FF,14,R,1,1,,,,2,1,Bot,776904,680779,8,3,Standard,Standard,-1,-1,0.402,24,1,0,6
FF,14,R,0,1,,,,2,1,Bot,776904,680779,8,2,Standard,Standard,-1,-1,0.402,24,1,0,6
FF,5,R,0,0,,,,2,1,Bot,776904,680779,8,1,Standard,Standard,-1,-1,0.402,24,1,0,6
FF,9,R,0,0,,,,1,1,Bot,776904,680779,7,1,Standard,Standard,-1,-1,0.419,24,1,0,6
FF,7,L,1,0,,,,0,1,Bot,776904,680779,6,2,Standard,Standard,-1,-1,0.442,27,1,0,6
FF,11,L,0,0,,,,0,1,Bot,776904,680779,6,1,Standard,Standard,-1,-1,0.442,27,1,0,6
FF,5,L,0,0,,,,2,6,Top,776984,680779,43,1,Standard,Standard,3,-3,0.091,26,3,2,6
ST,14,R,0,2,,,,1,6,Top,776984,680779,42,3,Standard,Standard,3,-3,0.105,34,3,2,6
FF,3,R,0,1,,,,1,6,Top,776984,680779,42,2,Standard,Standard,3,-3,0.105,34,3,2,6
SL,6,R,0,0,,,,1,6,Top,776984,680779,42,1,Standard,Standard,3,-3,0.105,34,3,2,6
FS,7,L,2,2,,,,0,6,Top,776984,680779,41,8,Infield shade,Standard,3,-3,0.128,26,3,2,6
ST,7,L,2,2,,,,0,6,Top,776984,680779,41,7,Infield shade,Standard,3,-3,0.128,26,3,2,6
FF,7,L,2,2,,,,0,6,Top,776984,680779,41,6,Infield shade,Standard,3,-3,0.128,26,3,2,6
CH,13,L,2,2,,,,0,6,Top,776984,680779,41,5,Infield shade,Standard,3,-3,0.128,26,3,2,6
FS,7,L,2,1,,,,0,6,Top,776984,680779,41,4,Standard,Standard,3,-3,0.128,26,3,2,6
FF,11,L,1,1,,,,0,6,Top,776984,680779,41,3,Standard,Standard,3,-3,0.128,26,3,2,6
CU,14,L,0,1,,,,0,6,Top,776984,680779,41,2,Standard,Standard,3,-3,0.128,26,3,2,6
FF,4,L,0,0,,,,0,6,Top,776984,680779,41,1,Standard,Standard,3,-3,0.128,26,3,2,6
FF,8,L,2,1,,,,2,5,Top,776984,680779,37,4,Infield shade,Standard,3,-3,0.117,32,3,2,6
FS,8,L,2,0,,,,2,5,Top,776984,680779,37,3,Standard,Standard,3,-3,0.117,32,3,2,6
CU,13,L,1,0,,,,2,5,Top,776984,680779,37,2,Standard,Standard,3,-3,0.117,32,3,2,6
FF,13,L,0,0,,,,2,5,Top,776984,680779,37,1,Standard,Standard,3,-3,0.117,32,3,2,6
FF,5,L,1,1,,,,1,5,Top,776984,680779,36,3,Standard,Standard,3,-3,0.132,25,3,2,6
SL,13,L,0,1,,,,1,5,Top,776984,680779,36,2,Standard,Standard,3,-3,0.132,25,3,2,6
FF,8,L,0,0,,,,1,5,Top,776984,680779,36,1,Standard,Standard,3,-3,0.132,25,3,2,6
ST,8,R,0,2,,,,0,5,Top,776984,680779,35,3,Standard,Standard,3,-3,0.154,28,2,1,6
ST,9,R,0,1,,,,0,5,Top,776984,680779,35,2,Standard,Standard,3,-3,0.154,28,2,1,6
SI,8,R,0,0,,,,0,5,Top,776984,680779,35,1,Standard,Standard,3,-3,0.154,28,2,1,6
CH,7,L,3,2,553993,664983,,2,4,Top,776984,680779,31,6,Standard,Standard,3,-3,0.187,25,2,1,6
CH,13,L,3,1,553993,664983,,2,4,Top,776984,680779,31,5,Standard,Standard,3,-3,0.187,25,2,1,6
ST,11,L,2,1,553993,664983,,2,4,Top,776984,680779,31,4,Standard,Standard,3,-3,0.187,25,2,1,6
FF,12,L,1,1,553993,664983,,2,4,Top,776984,680779,31,3,Standard,Standard,3,-3,0.187,25,2,1,6
SL,5,L,1,0,553993,664983,,2,4,Top,776984,680779,31,2,Standard,Standard,3,-3,0.187,25,2,1,6
ST,14,L,0,0,553993,664983,,2,4,Top,776984,680779,31,1,Standard,Standard,3,-3,0.187,25,2,1,6
ST,14,R,0,2,553993,664983,,1,4,Top,776984,680779,30,3,Standard,Standard,3,-3,0.262,35,2,1,6
ST,2,R,0,1,553993,664983,,1,4,Top,776984,680779,30,2,Standard,Standard,3,-3,0.262,35,2,1,6
ST,9,R,0,0,553993,664983,,1,4,Top,776984,680779,30,1,Standard,Standard,3,-3,0.262,35,2,1,6
FF,5,L,1,1,,,553993,1,4,Top,776984,680779,29,3,Standard,Standard,3,-3,0.179,28,2,1,6
FF,12,L,0,1,,,553993,1,4,Top,776984,680779,29,2,Standard,Standard,3,-3,0.179,28,2,1,6
FS,8,L,0,0,,,553993,1,4,Top,776984,680779,29,1,Standard,Standard,3,-3,0.179,28,2,1,6
ST,14,L,2,2,,,553993,0,4,Top,776984,680779,28,6,Infield shade,Standard,3,-3,0.214,26,2,1,6
FF,9,L,2,2,,,553993,0,4,Top,776984,680779,28,5,Standard,Standard,3,-3,0.214,26,2,1,6
FF,1,L,1,2,,,553993,0,4,Top,776984,680779,28,4,Infield shade,Standard,3,-3,0.214,26,2,1,6
FF,5,L,1,1,,,553993,0,4,Top,776984,680779,28,3,Standard,Standard,3,-3,0.214,26,2,1,6
CH,13,L,0,1,,,553993,0,4,Top,776984,680779,28,2,Standard,Standard,3,-3,0.214,26,2,1,6
CU,14,L,0,0,,,553993,0,4,Top,776984,680779,28,1,Standard,Standard,3,-3,0.214,26,2,1,6
ST,11,R,3,2,,,,0,4,Top,776984,680779,27,6,Standard,Standard,3,-3,0.176,34,2,1,6
FF,14,R,3,1,,,,0,4,Top,776984,680779,27,5,Standard,Standard,3,-3,0.176,34,2,1,6
SI,13,R,2,1,,,,0,4,Top,776984,680779,27,4,Standard,Standard,3,-3,0.176,34,2,1,6
ST,4,R,2,0,,,,0,4,Top,776984,680779,27,3,Standard,Standard,3,-3,0.176,34,2,1,6
SL,14,R,1,0,,,,0,4,Top,776984,680779,27,2,Standard,Standard,3,-3,0.176,34,2,1,6
SI,13,R,0,0,,,,0,4,Top,776984,680779,27,1,Standard,Standard,3,-3,0.176,34,2,1,6
SL,5,L,2,2,663536,,,2,3,Top,776984,680779,20,5,Standard,Standard,1,-1,0.369,26,2,1,6
FF,2,L,2,1,663536,,,2,3,Top,776984,680779,20,4,Standard,Standard,1,-1,0.369,26,2,1,6
SL,5,L,2,0,663536,,,2,3,Top,776984,680779,20,3,Standard,Standard,1,-1,0.369,26,2,1,6
CH,13,L,1,0,663536,,,2,3,Top,776984,680779,20,2,Standard,Standard,1,-1,0.369,26,2,1,6
CH,13,L,0,0,663536,,,2,3,Top,776984,680779,20,1,Standard,Standard,1,-1,0.369,26,2,1,6
CH,8,L,1,0,,663536,,1,3,Top,776984,680779,19,2,Standard,Standard,1,-1,0.405,32,2,1,6
FF,14,L,0,0,,663536,,1,3,Top,776984,680779,19,1,Standard,Standard,1,-1,0.405,32,2,1,6
FF,11,L,1,2,,663536,,0,3,Top,776984,680779,18,5,Standard,Standard,1,-1,0.454,25,2,1,6
FF,6,L,1,2,,663536,,0,3,Top,776984,680779,18,4,Standard,Standard,1,-1,0.454,25,2,1,6
SL,14,L,1,1,,663536,,0,3,Top,776984,680779,18,3,Standard,Standard,1,-1,0.454,25,2,1,6
SL,14,L,0,1,,663536,,0,3,Top,776984,680779,18,2,Standard,Standard,1,-1,0.454,25,2,1,6
SL,14,L,0,0,,663536,,0,3,Top,776984,680779,18,1,Standard,Standard,1,-1,0.454,25,2,1,6
FF,14,R,0,1,,,,0,3,Top,776984,680779,17,2,Standard,Standard,1,-1,0.383,28,1,0,6
ST,9,R,0,0,,,,0,3,Top,776984,680779,17,1,Standard,Standard,1,-1,0.383,28,1,0,6
FF,5,L,2,1,664983,,,2,2,Top,776984,680779,11,4,Standard,Standard,0,0,0.488,25,1,0,6
ST,11,L,1,1,664983,,,2,2,Top,776984,680779,11,3,Standard,Standard,0,0,0.488,25,1,0,6
SI,11,L,0,1,664983,,,2,2,Top,776984,680779,11,2,Standard,Standard,0,0,0.488,25,1,0,6
FF,5,L,0,0,664983,,,2,2,Top,776984,680779,11,1,Standard,Standard,0,0,0.488,25,1,0,6
CH,7,R,2,2,664983,,,1,2,Top,776984,680779,10,5,Strategic,Standard,0,0,0.552,35,1,0,6
ST,2,R,2,1,664983,,,1,2,Top,776984,680779,10,4,Strategic,Standard,0,0,0.552,35,1,0,6
ST,3,R,2,0,664983,,,1,2,Top,776984,680779,10,3,Strategic,Standard,0,0,0.552,35,1,0,6
FF,12,R,1,0,664983,,,1,2,Top,776984,680779,10,2,Strategic,Standard,0,0,0.552,35,1,0,6
SI,14,R,0,0,664983,,,1,2,Top,776984,680779,10,1,Strategic,Standard,0,0,0.552,35,1,0,6
SI,8,L,3,2,,,,1,2,Top,776984,680779,9,6,Standard,Standard,0,0,0.477,28,1,0,6
CH,13,L,2,2,,,,1,2,Top,776984,680779,9,5,Standard,Standard,0,0,0.477,28,1,0,6
FF,8,L,2,1,,,,1,2,Top,776984,680779,9,4,Standard,Standard,0,0,0.477,28,1,0,6
CU,13,L,1,1,,,,1,2,Top,776984,680779,9,3,Standard,Standard,0,0,0.477,28,1,0,6
CU,1,L,1,0,,,,1,2,Top,776984,680779,9,2,Standard,Standard,0,0,0.477,28,1,0,6
FF,13,L,0,0,,,,1,2,Top,776984,680779,9,1,Standard,Standard,0,0,0.477,28,1,0,6
FF,2,L,1,2,,,,0,2,Top,776984,680779,8,4,Strategic,Standard,0,0,0.5,26,1,0,6
FF,1,L,1,1,,,,0,2,Top,776984,680779,8,3,Infield shade,Standard,0,0,0.5,26,1,0,6
FF,5,L,1,0,,,,0,2,Top,776984,680779,8,2,Standard,Standard,0,0,0.5,26,1,0,6
CU,14,L,0,0,,,,0,2,Top,776984,680779,8,1,Standard,Standard,0,0,0.5,26,1,0,6
SI,5,R,2,1,,,606466,2,1,Top,776984,680779,4,4,Standard,Standard,0,0,0.475,34,1,0,6
SL,14,R,1,1,,,606466,2,1,Top,776984,680779,4,3,Standard,Standard,0,0,0.475,34,1,0,6
ST,9,R,1,0,,,606466,2,1,Top,776984,680779,4,2,Standard,Standard,0,0,0.475,34,1,0,6
SL,2,R,0,0,,,606466,2,1,Top,776984,680779,4,1,Standard,Standard,0,0,0.475,34,1,0,6
CH,13,L,2,2,,,606466,1,1,Top,776984,680779,3,5,Infield shade,Standard,0,0,0.503,26,1,0,6
CH,13,L,2,1,,,606466,1,1,Top,776984,680779,3,4,Standard,Standard,0,0,0.503,26,1,0,6
FS,13,L,2,0,,,606466,1,1,Top,776984,680779,3,3,Standard,Standard,0,0,0.503,26,1,0,6
FF,12,L,1,0,,,606466,1,1,Top,776984,680779,3,2,Standard,Standard,0,0,0.503,26,1,0,6
FF,14,L,0,0,,,606466,1,1,Top,776984,680779,3,1,Standard,Standard,0,0,0.503,26,1,0,6
SI,14,L,3,2,,,,1,1,Top,776984,680779,2,6,Infield shade,Standard,0,0,0.478,32,1,0,6
CH,13,L,2,2,,,,1,1,Top,776984,680779,2,5,Infield shade,Standard,0,0,0.478,32,1,0,6
FF,11,L,2,1,,,,1,1,Top,776984,680779,2,4,Infield shade,Standard,0,0,0.478,32,1,0,6
ST,8,L,2,0,,,,1,1,Top,776984,680779,2,3,Infield shade,Standard,0,0,0.478,32,1,0,6
FS,13,L,1,0,,,,1,1,Top,776984,680779,2,2,Standard,Standard,0,0,0.478,32,1,0,6
CU,14,L,0,0,,,,1,1,Top,776984,680779,2,1,Standard,Standard,0,0,0.478,32,1,0,6
ST,5,L,2,2,,,,0,1,Top,776984,680779,1,5,Infield shade,Standard,0,0,0.5,25,1,0,6
FF,2,L,2,1,,,,0,1,Top,776984,680779,1,4,Standard,Standard,0,0,0.5,25,1,0,6
FS,13,L,1,1,,,,0,1,Top,776984,680779,1,3,Standard,Standard,0,0,0.5,25,1,0,6
FF,11,L,0,1,,,,0,1,Top,776984,680779,1,2,Infield shade,Standard,0,0,0.5,25,1,0,6
FF,2,L,0,0,,,,0,1,Top,776984,680779,1,1,Standard,Standard,0,0,0.5,25,1,0,6
FF,5,L,1,2,,,,2,6,Top,777060,680779,48,4,Standard,Standard,3,-3,0.091,30,3,2,10
FF,13,L,1,1,,,,2,6,Top,777060,680779,48,3,Standard,Standard,3,-3,0.091,30,3,2,10
FS,7,L,1,0,,,,2,6,Top,777060,680779,48,2,Standard,Standard,3,-3,0.091,30,3,2,10
FF,11,L,0,0,,,,2,6,Top,777060,680779,48,1,Infield shade,Standard,3,-3,0.091,30,3,2,10
FF,5,R,3,1,,,,1,6,Top,777060,680779,47,5,Standard,Standard,3,-3,0.105,26,3,2,10
FF,14,R,2,1,,,,1,6,Top,777060,680779,47,4,Standard,Standard,3,-3,0.105,26,3,2,10
ST,14,R,1,1,,,,1,6,Top,777060,680779,47,3,Standard,Standard,3,-3,0.105,26,3,2,10
ST,14,R,0,1,,,,1,6,Top,777060,680779,47,2,Standard,Standard,3,-3,0.105,26,3,2,10
SI,7,R,0,0,,,,1,6,Top,777060,680779,47,1,Standard,Standard,3,-3,0.105,26,3,2,10
FF,12,L,0,0,,,,0,6,Top,777060,680779,46,1,Standard,Standard,3,-3,0.128,25,3,2,10
ST,2,R,3,2,,,690993,2,5,Top,777060,680779,42,7,Standard,Standard,3,-3,0.129,29,3,2,10
FF,14,R,2,2,,,690993,2,5,Top,777060,680779,42,6,Standard,Standard,3,-3,0.129,29,3,2,10
FF,2,R,2,2,,,690993,2,5,Top,777060,680779,42,5,Standard,Standard,3,-3,0.129,29,3,2,10
CH,14,R,1,2,,,690993,2,5,Top,777060,680779,42,4,Standard,Standard,3,-3,0.129,29,3,2,10
FF,6,R,1,1,,,690993,2,5,Top,777060,680779,42,3,Standard,Standard,3,-3,0.129,29,3,2,10
SL,1,R,1,0,,,690993,2,5,Top,777060,680779,42,2,Standard,Standard,3,-3,0.129,29,3,2,10
SL,12,R,0,0,,,690993,2,5,Top,777060,680779,42,1,Standard,Standard,3,-3,0.129,29,3,2,10
FF,12,L,3,1,,,,2,5,Top,777060,680779,41,5,Infield shade,Standard,3,-3,0.117,24,3,2,10
FS,14,L,2,1,,,,2,5,Top,777060,680779,41,4,Infield shade,Standard,3,-3,0.117,24,3,2,10
CH,13,L,1,1,,,,2,5,Top,777060,680779,41,3,Infield shade,Standard,3,-3,0.117,24,3,2,10
FS,13,L,0,1,,,,2,5,Top,777060,680779,41,2,Infield shade,Standard,3,-3,0.117,24,3,2,10
CU,8,L,0,0,,,,2,5,Top,777060,680779,41,1,Standard,Standard,3,-3,0.117,24,3,2,10
FF,2,L,1,2,,,,1,5,Top,777060,680779,40,4,Standard,Standard,3,-3,0.132,25,2,1,10
CH,13,L,0,2,,,,1,5,Top,777060,680779,40,3,Infield shade,Standard,3,-3,0.132,25,2,1,10
FF,11,L,0,1,,,,1,5,Top,777060,680779,40,2,Infield shade,Standard,3,-3,0.132,25,2,1,10
FS,7,L,0,0,,,,1,5,Top,777060,680779,40,1,Standard,Standard,3,-3,0.132,25,2,1,10
FF,6,R,2,2,,,,0,5,Top,777060,680779,39,6,Standard,Standard,3,-3,0.154,29,2,1,10
SI,14,R,1,2,,,,0,5,Top,777060,680779,39,5,Standard,Standard,3,-3,0.154,29,2,1,10
ST,14,R,0,2,,,,0,5,Top,777060,680779,39,4,Standard,Standard,3,-3,0.154,29,2,1,10
SL,4,R,0,2,,,,0,5,Top,777060,680779,39,3,Standard,Standard,3,-3,0.154,29,2,1,10
FF,6,R,0,1,,,,0,5,Top,777060,680779,39,2,Standard,Standard,3,-3,0.154,29,2,1,10
FF,7,R,0,0,,,,0,5,Top,777060,680779,39,1,Standard,Standard,3,-3,0.154,29,2,1,10
FF,11,L,2,2,,679529,693307,2,4,Top,777060,680779,34,5,Standard,Standard,3,-3,0.172,26,2,1,10
CH,13,L,1,2,,679529,693307,2,4,Top,777060,680779,34,4,Standard,Standard,3,-3,0.172,26,2,1,10
FF,1,L,1,1,,679529,693307,2,4,Top,777060,680779,34,3,Standard,Standard,3,-3,0.172,26,2,1,10
FF,5,L,1,0,,679529,693307,2,4,Top,777060,680779,34,2,Standard,Standard,3,-3,0.172,26,2,1,10
FS,11,L,0,0,,679529,693307,2,4,Top,777060,680779,34,1,Standard,Standard,3,-3,0.172,26,2,1,10
FF,11,R,1,1,,,679529,2,4,Top,777060,680779,33,3,Standard,Standard,3,-3,0.152,27,2,1,10
FF,6,R,1,0,,,679529,2,4,Top,777060,680779,33,2,Standard,Standard,3,-3,0.152,27,2,1,10
SL,11,R,0,0,,,679529,2,4,Top,777060,680779,33,1,Standard,Standard,3,-3,0.152,27,2,1,10
CH,9,L,0,1,,,679529,1,4,Top,777060,680779,32,2,Standard,Standard,3,-3,0.179,30,2,1,10
FF,1,L,0,0,,,679529,1,4,Top,777060,680779,32,1,Standard,Standard,3,-3,0.179,30,2,1,10
FF,1,R,1,2,,,,1,4,Top,777060,680779,31,5,Standard,Standard,3,-3,0.155,26,2,1,10
FF,2,R,1,2,,,,1,4,Top,777060,680779,31,4,Standard,Standard,3,-3,0.155,26,2,1,10
FF,12,R,0,2,,,,1,4,Top,777060,680779,31,3,Standard,Standard,3,-3,0.155,26,2,1,10
SI,8,R,0,1,,,,1,4,Top,777060,680779,31,2,Standard,Standard,3,-3,0.155,26,2,1,10
SI,8,R,0,0,,,,1,4,Top,777060,680779,31,1,Standard,Standard,3,-3,0.155,26,2,1,10
FF,2,L,0,2,,,,0,4,Top,777060,680779,30,3,Infield shade,Standard,3,-3,0.176,25,2,1,10
FF,3,L,0,1,,,,0,4,Top,777060,680779,30,2,Infield shade,Standard,3,-3,0.176,25,2,1,10
FF,6,L,0,0,,,,0,4,Top,777060,680779,30,1,Infield shade,Standard,3,-3,0.176,25,2,1,10
FF,1,R,3,2,678009,,690993,2,3,Top,777060,680779,24,6,Standard,Standard,3,-3,0.195,29,2,1,10
CH,14,R,2,2,678009,,690993,2,3,Top,777060,680779,24,5,Standard,Standard,3,-3,0.195,29,2,1,10
FF,11,R,1,2,678009,,690993,2,3,Top,777060,680779,24,4,Standard,Standard,3,-3,0.195,29,2,1,10
FF,2,R,1,1,678009,,690993,2,3,Top,777060,680779,24,3,Standard,Standard,3,-3,0.195,29,2,1,10
SI,13,R,0,1,678009,,690993,2,3,Top,777060,680779,24,2,Standard,Standard,3,-3,0.195,29,2,1,10
FF,6,R,0,0,678009,,690993,2,3,Top,777060,680779,24,1,Standard,Standard,3,-3,0.195,29,2,1,10
FS,5,L,2,1,,678009,663837,1,3,Top,777060,680779,23,4,Infield shade,Standard,3,-3,0.235,24,2,1,10
FS,13,L,2,0,,678009,663837,1,3,Top,777060,680779,23,3,Standard,Standard,3,-3,0.235,24,2,1,10
SL,11,L,1,0,,678009,663837,1,3,Top,777060,680779,23,2,Standard,Standard,3,-3,0.235,24,2,1,10
CH,13,L,0,0,,678009,663837,1,3,Top,777060,680779,23,1,Standard,Standard,3,-3,0.235,24,2,1,10
ST,6,L,0,0,,678009,663837,0,3,Top,777060,680779,22,1,Infield shade,Standard,3,-3,0.288,25,1,0,10
ST,14,R,1,2,,678009,,0,3,Top,777060,680779,21,4,Standard,Standard,3,-3,0.251,29,1,0,10
FF,2,R,1,1,,678009,,0,3,Top,777060,680779,21,3,Standard,Standard,3,-3,0.251,29,1,0,10
FF,6,R,1,0,,678009,,0,3,Top,777060,680779,21,2,Standard,Standard,3,-3,0.251,29,1,0,10
FF,3,R,0,0,,678009,,0,3,Top,777060,680779,21,1,Standard,Standard,3,-3,0.251,29,1,0,10
CU,5,L,0,1,,,,0,3,Top,777060,680779,20,2,Infield shade,Standard,3,-3,0.195,26,1,0,10
FF,6,L,0,0,,,,0,3,Top,777060,680779,20,1,Standard,Standard,3,-3,0.195,26,1,0,10
FF,6,R,1,1,,,,2,2,Top,777060,680779,11,3,Standard,Standard,0,0,0.46,27,1,0,10
FF,11,R,0,1,,,,2,2,Top,777060,680779,11,2,Standard,Standard,0,0,0.46,27,1,0,10
SL,8,R,0,0,,,,2,2,Top,777060,680779,11,1,Standard,Standard,0,0,0.46,27,1,0,10
FS,7,L,1,0,,,,1,2,Top,777060,680779,10,2,Standard,Standard,0,0,0.477,30,1,0,10
ST,13,L,0,0,,,,1,2,Top,777060,680779,10,1,Infield shade,Standard,0,0,0.477,30,1,0,10
FF,2,R,2,1,,,,0,2,Top,777060,680779,9,4,Standard,Standard,0,0,0.5,26,1,0,10
FF,14,R,1,1,,,,0,2,Top,777060,680779,9,3,Standard,Standard,0,0,0.5,26,1,0,10
ST,7,R,1,0,,,,0,2,Top,777060,680779,9,2,Standard,Standard,0,0,0.5,26,1,0,10
SI,14,R,0,0,,,,0,2,Top,777060,680779,9,1,Standard,Standard,0,0,0.5,26,1,0,10
