pitch_type,zone,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,game_pk,fielder_2,at_bat_number,pitch_number,if_fielding_alignment,of_fielding_alignment,home_score_diff,bat_score_diff,bat_win_exp,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
FS,5,L,3,1,,,575929,0,2,Bot,778030,680779,14,5,Infield shade,Standard,0,0,0.588,27,1,0,5
FF,13,L,2,1,,,575929,0,2,Bot,778030,680779,14,4,Infield shade,Standard,0,0,0.588,27,1,0,5
FF,8,L,2,0,,,575929,0,2,Bot,778030,680779,14,3,Infield shade,Standard,0,0,0.588,27,1,0,5
ST,14,L,1,0,,,575929,0,2,Bot,778030,680779,14,2,Infield shade,Standard,0,0,0.588,27,1,0,5
FS,11,L,0,0,,,575929,0,2,Bot,778030,680779,14,1,Infield shade,Standard,0,0,0.588,27,1,0,5
SI,14,R,3,2,,,,0,2,Bot,778030,680779,13,6,Standard,Standard,0,0,0.55,33,1,0,5
FS,7,R,3,1,,,,0,2,Bot,778030,680779,13,5,Standard,Standard,0,0,0.55,33,1,0,5
SI,13,R,2,1,,,,0,2,Bot,778030,680779,13,4,Standard,Standard,0,0,0.55,33,1,0,5
SI,13,R,2,0,,,,0,2,Bot,778030,680779,13,3,Standard,Standard,0,0,0.55,33,1,0,5
FF,12,R,1,0,,,,0,2,Bot,778030,680779,13,2,Standard,Standard,0,0,0.55,33,1,0,5
SI,13,R,0,0,,,,0,2,Bot,778030,680779,13,1,Standard,Standard,0,0,0.55,33,1,0,5
CH,14,R,1,2,,,680977,2,1,Bot,778030,680779,9,4,Standard,Standard,0,0,0.522,34,1,0,5
SI,13,R,0,2,,,680977,2,1,Bot,778030,680779,9,3,Standard,Standard,0,0,0.522,34,1,0,5
SI,7,R,0,1,,,680977,2,1,Bot,778030,680779,9,2,Infield shade,Standard,0,0,0.522,34,1,0,5
SI,7,R,0,0,,,680977,2,1,Bot,778030,680779,9,1,Standard,Standard,0,0,0.522,34,1,0,5
FF,8,L,0,0,,,,2,1,Bot,778030,680779,8,1,Infield shade,Standard,0,0,0.51,28,1,0,5
ST,5,R,2,2,,,,1,1,Bot,778030,680779,7,8,Standard,Standard,0,0,0.526,23,1,0,5
ST,14,R,1,2,,,,1,1,Bot,778030,680779,7,7,Standard,Standard,0,0,0.526,23,1,0,5
CH,13,R,1,2,,,,1,1,Bot,778030,680779,7,6,Standard,Standard,0,0,0.526,23,1,0,5
SI,13,R,1,2,,,,1,1,Bot,778030,680779,7,5,Standard,Standard,0,0,0.526,23,1,0,5
ST,6,R,1,2,,,,1,1,Bot,778030,680779,7,4,Standard,Standard,0,0,0.526,23,1,0,5
ST,2,R,1,1,,,,1,1,Bot,778030,680779,7,3,Standard,Standard,0,0,0.526,23,1,0,5
FF,14,R,0,1,,,,1,1,Bot,778030,680779,7,2,Standard,Standard,0,0,0.526,23,1,0,5
ST,5,R,0,0,,,,1,1,Bot,778030,680779,7,1,Standard,Standard,0,0,0.526,23,1,0,5
FS,5,L,2,1,,,,0,1,Bot,778030,680779,6,4,Standard,Standard,0,0,0.547,28,1,0,5
FF,13,L,1,1,,,,0,1,Bot,778030,680779,6,3,Standard,Standard,0,0,0.547,28,1,0,5
FF,5,L,1,0,,,,0,1,Bot,778030,680779,6,2,Standard,Standard,0,0,0.547,28,1,0,5
FF,11,L,0,0,,,,0,1,Bot,778030,680779,6,1,Standard,Standard,0,0,0.547,28,1,0,5
FS,5,R,2,1,,,683737,2,5,Top,778100,680779,39,4,Standard,Standard,-1,1,0.618,28,3,2,6
ST,14,R,1,1,,,683737,2,5,Top,778100,680779,39,3,Standard,Standard,-1,1,0.618,28,3,2,6
SL,12,R,0,1,,,683737,2,5,Top,778100,680779,39,2,Standard,Standard,-1,1,0.618,28,3,2,6
SL,14,R,0,0,,,683737,2,5,Top,778100,680779,39,1,Standard,Standard,-1,1,0.618,28,3,2,6
FS,13,L,0,0,,,,2,5,Top,778100,680779,38,1,Standard,Standard,-1,1,0.604,28,3,2,6
FS,2,R,3,0,,,,2,5,Top,778100,680779,37,4,Standard,Standard,0,0,0.449,31,3,2,6
FS,14,R,2,0,,,,2,5,Top,778100,680779,37,3,Standard,Standard,0,0,0.449,31,3,2,6
FF,14,R,1,0,,,,2,5,Top,778100,680779,37,2,Standard,Standard,0,0,0.449,31,3,2,6
FS,14,R,0,0,,,,2,5,Top,778100,680779,37,1,Standard,Standard,0,0,0.449,31,3,2,6
FF,4,L,0,0,,,,2,5,Top,778100,680779,36,1,Infield shade,Standard,1,-1,0.301,28,3,2,6
CH,7,L,1,2,,,,1,5,Top,778100,680779,35,4,Standard,Standard,1,-1,0.324,31,3,2,6
CH,8,L,1,1,,,,1,5,Top,778100,680779,35,3,Standard,Standard,1,-1,0.324,31,3,2,6
SL,9,L,1,0,,,,1,5,Top,778100,680779,35,2,Infield shade,Standard,1,-1,0.324,31,3,2,6
FS,13,L,0,0,,,,1,5,Top,778100,680779,35,1,Standard,Standard,1,-1,0.324,31,3,2,6
FF,2,L,0,2,,,,0,5,Top,778100,680779,34,3,Standard,Standard,1,-1,0.356,30,2,1,6
SL,11,L,0,1,,,,0,5,Top,778100,680779,34,2,Standard,Standard,1,-1,0.356,30,2,1,6
FS,4,L,0,0,,,,0,5,Top,778100,680779,34,1,Standard,Standard,1,-1,0.356,30,2,1,6
FS,2,R,0,2,,,,0,5,Top,778100,680779,33,4,Standard,Standard,2,-2,0.239,31,2,1,6
ST,14,R,0,2,,,,0,5,Top,778100,680779,33,3,Standard,Standard,2,-2,0.239,31,2,1,6
FS,8,R,0,1,,,,0,5,Top,778100,680779,33,2,Standard,Standard,2,-2,0.239,31,2,1,6
ST,5,R,0,0,,,,0,5,Top,778100,680779,33,1,Standard,Standard,2,-2,0.239,31,2,1,6
ST,14,R,1,2,,,,2,4,Top,778100,680779,29,6,Standard,Standard,2,-2,0.218,26,2,1,6
CH,13,R,1,2,,,,2,4,Top,778100,680779,29,5,Standard,Standard,2,-2,0.218,26,2,1,6
FF,2,R,1,2,,,,2,4,Top,778100,680779,29,4,Standard,Standard,2,-2,0.218,26,2,1,6
ST,8,R,1,1,,,,2,4,Top,778100,680779,29,3,Standard,Standard,2,-2,0.218,26,2,1,6
FS,13,R,0,1,,,,2,4,Top,778100,680779,29,2,Standard,Standard,2,-2,0.218,26,2,1,6
FF,1,R,0,0,,,,2,4,Top,778100,680779,29,1,Standard,Standard,2,-2,0.218,26,2,1,6
FF,7,L,0,1,,,,1,4,Top,778100,680779,28,2,Standard,Standard,2,-2,0.236,23,2,1,6
ST,8,L,0,0,,,,1,4,Top,778100,680779,28,1,Standard,Standard,2,-2,0.236,23,2,1,6
SI,13,R,1,1,,,,0,4,Top,778100,680779,27,3,Standard,Standard,2,-2,0.262,28,2,1,6
FS,14,R,1,0,,,,0,4,Top,778100,680779,27,2,Standard,Standard,2,-2,0.262,28,2,1,6
CU,14,R,0,0,,,,0,4,Top,778100,680779,27,1,Standard,Standard,2,-2,0.262,28,2,1,6
FF,4,L,0,0,664023,663656,673548,1,3,Top,778100,680779,20,1,Standard,Standard,1,-1,0.502,28,2,1,6
FF,14,R,3,0,,664023,663656,1,3,Top,778100,680779,19,4,Standard,Standard,1,-1,0.429,31,2,1,6
ST,14,R,2,0,,664023,663656,1,3,Top,778100,680779,19,3,Standard,Standard,1,-1,0.429,31,2,1,6
FS,14,R,1,0,,664023,663656,1,3,Top,778100,680779,19,2,Standard,Standard,1,-1,0.429,31,2,1,6
SI,13,R,0,0,,664023,663656,1,3,Top,778100,680779,19,1,Standard,Standard,1,-1,0.429,31,2,1,6
CU,14,L,3,2,,,664023,1,3,Top,778100,680779,18,7,Standard,Standard,1,-1,0.386,28,2,1,6
FS,9,L,3,2,,,664023,1,3,Top,778100,680779,18,6,Standard,Standard,1,-1,0.386,28,2,1,6
FF,11,L,2,2,,,664023,1,3,Top,778100,680779,18,5,Infield shade,Standard,1,-1,0.386,28,2,1,6
SL,13,L,2,1,,,664023,1,3,Top,778100,680779,18,4,Infield shade,Standard,1,-1,0.386,28,2,1,6
CH,13,L,1,1,,,664023,1,3,Top,778100,680779,18,3,Infield shade,Standard,1,-1,0.386,28,2,1,6
SL,14,L,1,0,,,664023,1,3,Top,778100,680779,18,2,Infield shade,Standard,1,-1,0.386,28,2,1,6
FS,13,L,0,0,,,664023,1,3,Top,778100,680779,18,1,Infield shade,Standard,1,-1,0.386,28,2,1,6
FS,13,L,3,1,,,,1,3,Top,778100,680779,17,5,Infield shade,Standard,1,-1,0.357,31,2,1,6
ST,11,L,2,1,,,,1,3,Top,778100,680779,17,4,Infield shade,Standard,1,-1,0.357,31,2,1,6
ST,8,L,2,0,,,,1,3,Top,778100,680779,17,3,Infield shade,Standard,1,-1,0.357,31,2,1,6
FF,13,L,1,0,,,,1,3,Top,778100,680779,17,2,Infield shade,Standard,1,-1,0.357,31,2,1,6
CU,14,L,0,0,,,,1,3,Top,778100,680779,17,1,Infield shade,Standard,1,-1,0.357,31,2,1,6
FF,9,L,2,1,,,,0,3,Top,778100,680779,16,4,Standard,Standard,1,-1,0.383,30,1,0,6
CU,14,L,1,1,,,,0,3,Top,778100,680779,16,3,Standard,Standard,1,-1,0.383,30,1,0,6
FS,13,L,0,1,,,,0,3,Top,778100,680779,16,2,Standard,Standard,1,-1,0.383,30,1,0,6
FF,5,L,0,0,,,,0,3,Top,778100,680779,16,1,Standard,Standard,1,-1,0.383,30,1,0,6
ST,14,R,2,2,,,663538,2,2,Top,778100,680779,12,6,Standard,Standard,1,-1,0.365,31,1,0,6
FF,14,R,1,2,,,663538,2,2,Top,778100,680779,12,5,Standard,Standard,1,-1,0.365,31,1,0,6
ST,5,R,1,2,,,663538,2,2,Top,778100,680779,12,4,Standard,Standard,1,-1,0.365,31,1,0,6
ST,14,R,0,2,,,663538,2,2,Top,778100,680779,12,3,Standard,Standard,1,-1,0.365,31,1,0,6
ST,5,R,0,1,,,663538,2,2,Top,778100,680779,12,2,Standard,Standard,1,-1,0.365,31,1,0,6
ST,5,R,0,0,,,663538,2,2,Top,778100,680779,12,1,Standard,Standard,1,-1,0.365,31,1,0,6
FS,8,R,3,2,,,663538,1,2,Top,778100,680779,11,6,Standard,Standard,1,-1,0.395,26,1,0,6
ST,14,R,2,2,,,663538,1,2,Top,778100,680779,11,5,Standard,Standard,1,-1,0.395,26,1,0,6
FS,14,R,2,1,,,663538,1,2,Top,778100,680779,11,4,Standard,Standard,1,-1,0.395,26,1,0,6
CU,14,R,1,1,,,663538,1,2,Top,778100,680779,11,3,Standard,Standard,1,-1,0.395,26,1,0,6
SL,14,R,0,1,,,663538,1,2,Top,778100,680779,11,2,Standard,Standard,1,-1,0.395,26,1,0,6
FF,9,R,0,0,,,663538,1,2,Top,778100,680779,11,1,Standard,Standard,1,-1,0.395,26,1,0,6
CH,13,L,1,1,,,663538,0,2,Top,778100,680779,10,3,Standard,Standard,1,-1,0.432,23,1,0,6
ST,13,L,0,1,,,663538,0,2,Top,778100,680779,10,2,Standard,Standard,1,-1,0.432,23,1,0,6
SL,14,L,0,0,,,663538,0,2,Top,778100,680779,10,1,Standard,Standard,1,-1,0.432,23,1,0,6
FF,11,R,3,1,,,,0,2,Top,778100,680779,9,5,Standard,Standard,1,-1,0.392,28,1,0,6
FF,14,R,2,1,,,,0,2,Top,778100,680779,9,4,Standard,Standard,1,-1,0.392,28,1,0,6
SI,13,R,1,1,,,,0,2,Top,778100,680779,9,3,Standard,Standard,1,-1,0.392,28,1,0,6
FF,14,R,1,0,,,,0,2,Top,778100,680779,9,2,Standard,Standard,1,-1,0.392,28,1,0,6
FF,14,R,0,0,,,,0,2,Top,778100,680779,9,1,Standard,Standard,1,-1,0.392,28,1,0,6
CU,5,L,0,0,,,664023,2,1,Top,778100,680779,4,1,Standard,Standard,0,0,0.475,28,1,0,6
FF,5,R,3,2,,,664023,1,1,Top,778100,680779,3,6,Standard,Standard,0,0,0.503,31,1,0,6
ST,14,R,2,2,,,664023,1,1,Top,778100,680779,3,5,Standard,Standard,0,0,0.503,31,1,0,6
FF,14,R,2,1,,,664023,1,1,Top,778100,680779,3,4,Standard,Standard,0,0,0.503,31,1,0,6
ST,6,R,2,0,,,664023,1,1,Top,778100,680779,3,3,Standard,Standard,0,0,0.503,31,1,0,6
FF,14,R,1,0,,,664023,1,1,Top,778100,680779,3,2,Standard,Standard,0,0,0.503,31,1,0,6
ST,14,R,0,0,,,664023,1,1,Top,778100,680779,3,1,Standard,Standard,0,0,0.503,31,1,0,6
FF,9,L,2,2,,,664023,0,1,Top,778100,680779,2,5,Standard,Standard,0,0,0.536,28,1,0,6
CH,13,L,1,2,,,664023,0,1,Top,778100,680779,2,4,Infield shade,Standard,0,0,0.536,28,1,0,6
SL,5,L,1,1,,,664023,0,1,Top,778100,680779,2,3,Infield shade,Standard,0,0,0.536,28,1,0,6
FS,13,L,0,1,,,664023,0,1,Top,778100,680779,2,2,Infield shade,Standard,0,0,0.536,28,1,0,6
FF,6,L,0,0,,,664023,0,1,Top,778100,680779,2,1,Infield shade,Standard,0,0,0.536,28,1,0,6
FF,6,L,0,0,,,,0,1,Top,778100,680779,1,1,Standard,Standard,0,0,0.5,31,1,0,6
FS,13,R,2,2,,,,0,7,Bot,778176,680779,54,5,Standard,Standard,-3,-3,0.118,30,3,2,6
ST,14,R,1,2,,,,0,7,Bot,778176,680779,54,4,Standard,Standard,-3,-3,0.118,30,3,2,6
SL,9,R,1,1,,,,0,7,Bot,778176,680779,54,3,Standard,Standard,-3,-3,0.118,30,3,2,6
FS,7,R,1,0,,,,0,7,Bot,778176,680779,54,2,Standard,Standard,-3,-3,0.118,30,3,2,6
CU,14,R,0,0,,,,0,7,Bot,778176,680779,54,1,Standard,Standard,-3,-3,0.118,30,3,2,6
CH,13,L,1,2,,,518692,2,6,Bot,778176,680779,50,4,Standard,Standard,-3,-3,0.122,30,3,2,6
FF,6,L,1,1,,,518692,2,6,Bot,778176,680779,50,3,Standard,Standard,-3,-3,0.122,30,3,2,6
FS,13,L,0,1,,,518692,2,6,Bot,778176,680779,50,2,Standard,Standard,-3,-3,0.122,30,3,2,6
FS,7,L,0,0,,,518692,2,6,Bot,778176,680779,50,1,Standard,Standard,-3,-3,0.122,30,3,2,6
ST,2,R,2,2,,,518692,1,6,Bot,778176,680779,49,6,Standard,Standard,-3,-3,0.155,33,3,2,6
FS,13,R,1,2,,,518692,1,6,Bot,778176,680779,49,5,Standard,Standard,-3,-3,0.155,33,3,2,6
FF,2,R,1,2,,,518692,1,6,Bot,778176,680779,49,4,Standard,Standard,-3,-3,0.155,33,3,2,6
SL,7,R,1,1,,,518692,1,6,Bot,778176,680779,49,3,Standard,Standard,-3,-3,0.155,33,3,2,6
SI,7,R,0,1,,,518692,1,6,Bot,778176,680779,49,2,Standard,Standard,-3,-3,0.155,33,3,2,6
SL,6,R,0,0,,,518692,1,6,Bot,778176,680779,49,1,Standard,Standard,-3,-3,0.155,33,3,2,6
FS,13,L,2,1,,,,1,6,Bot,778176,680779,48,4,Standard,Standard,-3,-3,0.125,36,3,2,6
FF,12,L,1,1,,,,1,6,Bot,778176,680779,48,3,Standard,Standard,-3,-3,0.125,36,3,2,6
FF,6,L,1,0,,,,1,6,Bot,778176,680779,48,2,Standard,Standard,-3,-3,0.125,36,3,2,6
FF,11,L,0,0,,,,1,6,Bot,778176,680779,48,1,Infield shade,Standard,-3,-3,0.125,36,3,2,6
FF,6,R,1,0,,,,0,6,Bot,778176,680779,47,2,Standard,Standard,-3,-3,0.151,33,3,2,6
CU,13,R,0,0,,,,0,6,Bot,778176,680779,47,1,Standard,Standard,-3,-3,0.151,33,3,2,6
CU,14,L,3,2,,681624,,2,5,Bot,778176,680779,43,6,Standard,Standard,-3,-3,0.16,31,3,2,6
FS,11,L,3,1,,681624,,2,5,Bot,778176,680779,43,5,Standard,Standard,-3,-3,0.16,31,3,2,6
FF,11,L,2,1,,681624,,2,5,Bot,778176,680779,43,4,Standard,Standard,-3,-3,0.16,31,3,2,6
FF,11,L,1,1,,681624,,2,5,Bot,778176,680779,43,3,Standard,Standard,-3,-3,0.16,31,3,2,6
ST,4,L,1,0,,681624,,2,5,Bot,778176,680779,43,2,Standard,Standard,-3,-3,0.16,31,3,2,6
CH,11,L,0,0,,681624,,2,5,Bot,778176,680779,43,1,Standard,Standard,-3,-3,0.16,31,3,2,6
FF,1,R,0,2,,,,2,5,Bot,778176,680779,42,3,Standard,Standard,-3,-3,0.138,25,2,1,6
FS,7,R,0,1,,,,2,5,Bot,778176,680779,42,2,Standard,Standard,-3,-3,0.138,25,2,1,6
FS,13,R,0,0,,,,2,5,Bot,778176,680779,42,1,Standard,Standard,-3,-3,0.138,25,2,1,6
FF,11,L,2,2,,,,1,5,Bot,778176,680779,41,5,Standard,Standard,-3,-3,0.154,35,2,1,6
CU,4,L,2,1,,,,1,5,Bot,778176,680779,41,4,Standard,Standard,-3,-3,0.154,35,2,1,6
FF,3,L,2,0,,,,1,5,Bot,778176,680779,41,3,Standard,Standard,-3,-3,0.154,35,2,1,6
FF,3,L,1,0,,,,1,5,Bot,778176,680779,41,2,Standard,Standard,-3,-3,0.154,35,2,1,6
ST,13,L,0,0,,,,1,5,Bot,778176,680779,41,1,Standard,Standard,-3,-3,0.154,35,2,1,6
FF,8,L,3,2,,,,0,5,Bot,778176,680779,40,7,Standard,Standard,-3,-3,0.179,32,2,1,6
FF,6,L,3,2,,,,0,5,Bot,778176,680779,40,6,Standard,Standard,-3,-3,0.179,32,2,1,6
ST,14,L,2,2,,,,0,5,Bot,778176,680779,40,5,Standard,Standard,-3,-3,0.179,32,2,1,6
CU,2,L,2,1,,,,0,5,Bot,778176,680779,40,4,Standard,Standard,-3,-3,0.179,32,2,1,6
FF,14,L,1,1,,,,0,5,Bot,778176,680779,40,3,Standard,Standard,-3,-3,0.179,32,2,1,6
FF,11,L,1,0,,,,0,5,Bot,778176,680779,40,2,Standard,Standard,-3,-3,0.179,32,2,1,6
FS,13,L,0,0,,,,0,5,Bot,778176,680779,40,1,Standard,Standard,-3,-3,0.179,32,2,1,6
CU,9,R,2,2,518692,,,2,4,Bot,778176,680779,32,7,Standard,Standard,-1,-1,0.405,30,2,1,6
SL,9,R,2,2,518692,,,2,4,Bot,778176,680779,32,6,Standard,Standard,-1,-1,0.405,30,2,1,6
CH,13,R,2,2,518692,,,2,4,Bot,778176,680779,32,5,Standard,Standard,-1,-1,0.405,30,2,1,6
SI,7,R,2,1,518692,,,2,4,Bot,778176,680779,32,4,Standard,Standard,-1,-1,0.405,30,2,1,6
CU,5,R,2,0,518692,,,2,4,Bot,778176,680779,32,3,Standard,Standard,-1,-1,0.405,30,2,1,6
FF,14,R,1,0,518692,,,2,4,Bot,778176,680779,32,2,Standard,Standard,-1,-1,0.405,30,2,1,6
SI,11,R,0,0,518692,,,2,4,Bot,778176,680779,32,1,Standard,Standard,-1,-1,0.405,30,2,1,6
ST,14,L,2,2,518692,,,1,4,Bot,778176,680779,31,5,Strategic,Standard,-1,-1,0.487,30,2,1,6
FF,3,L,1,2,518692,,,1,4,Bot,778176,680779,31,4,Strategic,Standard,-1,-1,0.487,30,2,1,6
FF,4,L,1,1,518692,,,1,4,Bot,778176,680779,31,3,Strategic,Standard,-1,-1,0.487,30,2,1,6
ST,5,L,1,0,518692,,,1,4,Bot,778176,680779,31,2,Strategic,Standard,-1,-1,0.487,30,2,1,6
FF,9,L,0,0,518692,,,1,4,Bot,778176,680779,31,1,Strategic,Standard,-1,-1,0.487,30,2,1,6
SI,7,R,1,0,518692,,,0,4,Bot,778176,680779,30,2,Strategic,Standard,-1,-1,0.54,33,2,1,6
SI,14,R,0,0,518692,,,0,4,Bot,778176,680779,30,1,Strategic,Standard,-1,-1,0.54,33,2,1,6
CU,8,L,0,1,,,,0,4,Bot,778176,680779,29,2,Standard,Standard,-1,-1,0.421,36,2,1,6
FS,13,L,0,0,,,,0,4,Bot,778176,680779,29,1,Standard,Standard,-1,-1,0.421,36,2,1,6
FF,5,R,2,0,,660271,,2,3,Bot,778176,680779,25,3,Standard,Standard,-1,-1,0.411,33,2,1,6
ST,14,R,1,0,,660271,,2,3,Bot,778176,680779,25,2,Standard,Standard,-1,-1,0.411,33,2,1,6
CU,14,R,0,0,,660271,,2,3,Bot,778176,680779,25,1,Standard,Standard,-1,-1,0.411,33,2,1,6
CH,13,L,2,2,,681624,,1,3,Bot,778176,680779,24,6,Standard,Standard,-1,-1,0.453,31,2,1,6
SL,5,L,2,2,,681624,,1,3,Bot,778176,680779,24,5,Standard,Standard,-1,-1,0.453,31,2,1,6
ST,7,L,1,2,,681624,,1,3,Bot,778176,680779,24,4,Standard,Standard,-1,-1,0.453,31,2,1,6
FF,6,L,1,1,,681624,,1,3,Bot,778176,680779,24,3,Standard,Standard,-1,-1,0.453,31,2,1,6
CU,14,L,1,0,,681624,,1,3,Bot,778176,680779,24,2,Standard,Standard,-1,-1,0.453,31,2,1,6
FF,11,L,0,0,,681624,,1,3,Bot,778176,680779,24,1,Standard,Standard,-1,-1,0.453,31,2,1,6
FF,5,R,0,0,,,,1,3,Bot,778176,680779,23,1,Standard,Standard,-1,-1,0.403,25,1,0,6
SI,1,L,0,2,,,,0,3,Bot,778176,680779,22,3,Standard,Standard,-1,-1,0.43,35,1,0,6
FF,11,L,0,1,,,,0,3,Bot,778176,680779,22,2,Standard,Standard,-1,-1,0.43,35,1,0,6
CU,4,L,0,0,,,,0,3,Bot,778176,680779,22,1,Standard,Standard,-1,-1,0.43,35,1,0,6
SI,5,L,1,2,,,669257,2,2,Bot,778176,680779,18,4,Standard,Standard,-1,-1,0.408,32,1,0,6
FF,11,L,0,2,,,669257,2,2,Bot,778176,680779,18,3,Standard,Standard,-1,-1,0.408,32,1,0,6
CH,13,L,0,1,,,669257,2,2,Bot,778176,680779,18,2,Standard,Standard,-1,-1,0.408,32,1,0,6
CU,9,L,0,0,,,669257,2,2,Bot,778176,680779,18,1,Standard,Standard,-1,-1,0.408,32,1,0,6
FS,4,R,1,1,,,606192,1,2,Bot,778176,680779,17,3,Standard,Standard,-1,-1,0.44,30,1,0,6
FF,1,R,1,0,,,606192,1,2,Bot,778176,680779,17,2,Standard,Standard,-1,-1,0.44,30,1,0,6
FF,3,R,0,0,,,606192,1,2,Bot,778176,680779,17,1,Standard,Standard,-1,-1,0.44,30,1,0,6
FF,11,L,1,2,,,606192,0,2,Bot,778176,680779,16,4,Standard,Standard,-1,-1,0.478,30,1,0,6
CH,13,L,0,2,,,606192,0,2,Bot,778176,680779,16,3,Standard,Standard,-1,-1,0.478,30,1,0,6
FS,7,L,0,1,,,606192,0,2,Bot,778176,680779,16,2,Standard,Standard,-1,-1,0.478,30,1,0,6
CU,6,L,0,0,,,606192,0,2,Bot,778176,680779,16,1,Standard,Standard,-1,-1,0.478,30,1,0,6
FF,5,R,3,2,,,,0,2,Bot,778176,680779,15,6,Standard,Standard,-1,-1,0.437,33,1,0,6
ST,14,R,2,2,,,,0,2,Bot,778176,680779,15,5,Standard,Standard,-1,-1,0.437,33,1,0,6
ST,13,R,1,2,,,,0,2,Bot,778176,680779,15,4,Standard,Standard,-1,-1,0.437,33,1,0,6
FF,6,R,1,1,,,,0,2,Bot,778176,680779,15,3,Standard,Standard,-1,-1,0.437,33,1,0,6
FS,14,R,0,1,,,,0,2,Bot,778176,680779,15,2,Standard,Standard,-1,-1,0.437,33,1,0,6
FF,9,R,0,0,,,,0,2,Bot,778176,680779,15,1,Standard,Standard,-1,-1,0.437,33,1,0,6
FF,5,L,3,2,,,,2,1,Bot,778176,680779,9,9,Standard,Standard,-1,-1,0.402,36,1,0,6
CU,13,L,3,2,,,,2,1,Bot,778176,680779,9,8,Strategic,Standard,-1,-1,0.402,36,1,0,6
FF,8,L,3,2,,,,2,1,Bot,778176,680779,9,7,Strategic,Standard,-1,-1,0.402,36,1,0,6
FS,8,L,3,2,,,,2,1,Bot,778176,680779,9,6,Strategic,Standard,-1,-1,0.402,36,1,0,6
ST,14,L,2,2,,,,2,1,Bot,778176,680779,9,5,Strategic,Standard,-1,-1,0.402,36,1,0,6
CU,14,L,1,2,,,,2,1,Bot,778176,680779,9,4,Standard,Standard,-1,-1,0.402,36,1,0,6
FF,7,L,1,1,,,,2,1,Bot,778176,680779,9,3,Standard,Standard,-1,-1,0.402,36,1,0,6
FS,14,L,1,0,,,,2,1,Bot,778176,680779,9,2,Standard,Standard,-1,-1,0.402,36,1,0,6
CU,14,L,0,0,,,,2,1,Bot,778176,680779,9,1,Standard,Standard,-1,-1,0.402,36,1,0,6
ST,8,R,2,2,,,,1,1,Bot,778176,680779,8,5,Standard,Standard,-1,-1,0.419,33,1,0,6
FF,11,R,2,1,,,,1,1,Bot,778176,680779,8,4,Standard,Standard,-1,-1,0.419,33,1,0,6
FF,12,R,1,1,,,,1,1,Bot,778176,680779,8,3,Standard,Standard,-1,-1,0.419,33,1,0,6
ST,4,R,1,0,,,,1,1,Bot,778176,680779,8,2,Standard,Standard,-1,-1,0.419,33,1,0,6
FF,12,R,0,0,,,,1,1,Bot,778176,680779,8,1,Standard,Standard,-1,-1,0.419,33,1,0,6
FF,1,L,3,2,,,,0,1,Bot,778176,680779,7,6,Standard,Standard,-1,-1,0.442,31,1,0,6
FF,6,L,3,1,,,,0,1,Bot,778176,680779,7,5,Standard,Standard,-1,-1,0.442,31,1,0,6
FF,11,L,2,1,,,,0,1,Bot,778176,680779,7,4,Standard,Standard,-1,-1,0.442,31,1,0,6
FS,13,L,1,1,,,,0,1,Bot,778176,680779,7,3,Standard,Standard,-1,-1,0.442,31,1,0,6
CU,13,L,0,1,,,,0,1,Bot,778176,680779,7,2,Standard,Standard,-1,-1,0.442,31,1,0,6
FS,13,L,0,0,,,,0,1,Bot,778176,680779,7,1,Infield shade,Standard,-1,-1,0.442,31,1,0,6
ST,13,L,1,2,,,,2,7,Top,778254,680779,48,5,Infield shade,Standard,-2,2,0.799,23,3,2,5
FF,6,L,1,2,,,,2,7,Top,778254,680779,48,4,Infield shade,Standard,-2,2,0.799,23,3,2,5
FF,11,L,0,2,,,,2,7,Top,778254,680779,48,3,Infield shade,Standard,-2,2,0.799,23,3,2,5
SL,5,L,0,1,,,,2,7,Top,778254,680779,48,2,Infield shade,Standard,-2,2,0.799,23,3,2,5
ST,13,L,0,0,,,,2,7,Top,778254,680779,48,1,Standard,Standard,-2,2,0.799,23,3,2,5
FF,2,L,3,2,,,,1,7,Top,778254,680779,47,8,Infield shade,Standard,-2,2,0.81,25,3,2,5
ST,8,L,3,2,,,,1,7,Top,778254,680779,47,7,Infield shade,Standard,-2,2,0.81,25,3,2,5
FF,9,L,3,2,,,,1,7,Top,778254,680779,47,6,Infield shade,Standard,-2,2,0.81,25,3,2,5
ST,11,L,2,2,,,,1,7,Top,778254,680779,47,5,Infield shade,Standard,-2,2,0.81,25,3,2,5
CH,14,L,1,2,,,,1,7,Top,778254,680779,47,4,Infield shade,Standard,-2,2,0.81,25,3,2,5
CH,13,L,1,1,,,,1,7,Top,778254,680779,47,3,Infield shade,Standard,-2,2,0.81,25,3,2,5
ST,11,L,0,1,,,,1,7,Top,778254,680779,47,2,Infield shade,Standard,-2,2,0.81,25,3,2,5
SL,8,L,0,0,,,,1,7,Top,778254,680779,47,1,Infield shade,Standard,-2,2,0.81,25,3,2,5
SL,11,L,0,2,,,,0,7,Top,778254,680779,46,4,Infield shade,Standard,-2,2,0.824,39,3,2,5
FF,11,L,0,2,,,,0,7,Top,778254,680779,46,3,Infield shade,Standard,-2,2,0.824,39,3,2,5
