pitch_type,release_speed,release_pos_x,release_pos_z,events,description,zone,stand,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,fielder_2,launch_speed_angle,at_bat_number,pitch_number,bat_score,fld_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
CH,90.8,-2.92,5.53,field_out,hit_into_play,13,L,X,6,ground_ball,1,2,-1.17,0.6,-0.89,1.61,,687637,,2,3,Bot,116.47,163.64,6,61.8,-14,1845,6.7,776387,680779,2,19,4,0,0,0,0,Standard,Standard,2,1,6
CH,90.3,-2.89,5.52,,ball,13,L,B,,,0,2,-1.17,0.29,-1.1,1.04,,687637,,2,3,Bot,,,,,,1734,6.6,776387,680779,,19,3,0,0,0,0,Standard,Standard,2,1,6
FS,94,-2.81,5.62,,foul,13,L,S,,,0,1,-0.9,0.11,-0.59,1.41,,687637,,2,3,Bot,,,,,,1472,6.7,776387,680779,,19,2,0,0,0,0,Standard,Standard,2,1,6
FS,93,-2.86,5.69,,foul,13,L,S,,,0,0,-0.77,0.02,-0.83,2.02,,687637,,2,3,Bot,,,,,,1462,6.6,776387,680779,,19,1,0,0,0,0,Standard,Standard,2,1,6
ST,84,-2.42,5.44,strikeout,swinging_strike,5,R,S,2,,2,2,1.08,0.34,-0.01,2.3,,687637,,1,3,Bot,,,,,,2322,6.6,776387,680779,,18,5,0,0,0,0,Standard,Standard,1,0,6
ST,84.9,-2.33,5.49,,ball,14,R,B,,,1,2,1.28,0.23,2.14,1.04,,687637,,1,3,Bot,,,,,,2339,6.6,776387,680779,,18,4,0,0,0,0,Standard,Standard,1,0,6
FF,97.4,-2.22,5.65,,foul,2,R,S,,,1,1,-1.11,1.01,0.17,3.61,,687637,,1,3,Bot,,,75,82.5,82,2183,6.5,776387,680779,,18,3,0,0,0,0,Standard,Standard,1,0,6
FF,97.1,-2.41,5.67,,ball,11,R,B,,,0,1,-1.04,1,-1.02,5.07,,687637,,1,3,Bot,,,,,,2164,6.7,776387,680779,,18,2,0,0,0,0,Standard,Standard,1,0,6
SI,96,-2.3,5.66,,called_strike,2,R,S,,,0,0,-1.46,0.57,0.02,3.33,,687637,,1,3,Bot,,,,,,2173,6.6,776387,680779,,18,1,0,0,0,0,Standard,Standard,1,0,6
FF,96.9,-3.05,5.6,double,hit_into_play,2,L,X,9,fly_ball,0,2,-0.91,0.9,-0.21,3.15,,,,1,3,Bot,175.26,57.12,383,106.5,23,2117,6.5,776387,680779,6,17,3,0,0,0,0,Standard,Standard,1,0,6
FF,97.2,-2.91,5.57,,called_strike,1,L,S,,,0,1,-1.02,0.91,-0.78,3.41,,,,1,3,Bot,,,,,,2179,6.7,776387,680779,,17,2,0,0,0,0,Standard,Standard,1,0,6
CU,82.9,-3.02,5.63,,called_strike,14,L,S,,,0,0,0.68,-0.34,0.37,1.47,,,,1,3,Bot,,,,,,2455,6.5,776387,680779,,17,1,0,0,0,0,Standard,Standard,1,0,6
FF,97.3,-2.91,5.56,strikeout,called_strike,3,L,S,2,,1,2,-0.94,1.14,0.58,3.38,,,,0,3,Bot,,,,,,2364,6.5,776387,680779,,16,4,0,0,0,0,Standard,Standard,1,0,6
FF,96.9,-2.89,5.62,,swinging_strike,2,L,S,,,1,1,-0.87,1.15,0.11,3.17,,,,0,3,Bot,,,,,,2162,6.7,776387,680779,,16,3,0,0,0,0,Standard,Standard,1,0,6
ST,83.1,-3.03,5.53,,called_strike,6,L,S,,,1,0,0.76,0.44,0.65,2.59,,,,0,3,Bot,,,,,,2307,6.6,776387,680779,,16,2,0,0,0,0,Standard,Standard,1,0,6
FF,96.9,-3,5.67,,ball,13,L,B,,,0,0,-1,0.9,-1.07,2.14,,,,0,3,Bot,,,,,,2084,6.6,776387,680779,,16,1,0,0,0,0,Standard,Standard,1,0,6
FF,98.3,-2.99,5.62,strikeout,foul_tip,11,L,S,2,,3,2,-1.42,1.01,-0.84,3,,,,2,2,Bot,,,,,,2332,6.8,776387,680779,,12,6,0,0,0,0,Standard,Standard,1,0,6
CH,89.9,-3.29,5.64,,ball,13,L,B,,,2,2,-1.48,-0.13,-2.13,1.89,,,,2,2,Bot,,,,,,1679,6.5,776387,680779,,12,5,0,0,0,0,Standard,Standard,1,0,6
FS,93,-2.98,5.59,,foul,13,L,S,,,2,1,-0.98,-0.32,-0.16,1.23,,,,2,2,Bot,,,,,,1539,6.7,776387,680779,,12,4,0,0,0,0,Standard,Standard,1,0,6
ST,84.5,-2.99,5.53,,called_strike,5,L,S,,,2,0,0.69,0.45,-0.23,2.5,,,,2,2,Bot,,,,,,2262,6.6,776387,680779,,12,3,0,0,0,0,Standard,Standard,1,0,6
FS,94.1,-3.14,5.64,,ball,11,L,B,,,1,0,-0.93,-0.15,-2.19,2.69,,,,2,2,Bot,,,,,,1565,6.6,776387,680779,,12,2,0,0,0,0,Standard,Standard,1,0,6
CU,82.2,-3.09,5.74,,ball,13,L,B,,,0,0,0.54,-0.37,-1,1.75,,,,2,2,Bot,,,,,,2343,6.3,776387,680779,,12,1,0,0,0,0,Standard,Standard,1,0,6
FF,98.1,-2.85,5.62,grounded_into_double_play,hit_into_play,5,L,X,4,ground_ball,1,0,-1.1,0.93,-0.04,2.5,,,663624,0,2,Bot,147.85,159.43,21,98.3,-6,2357,6.7,776387,680779,2,11,2,0,0,0,0,Standard,Standard,1,0,6
FS,93.1,-2.76,5.67,,ball,14,L,B,,,0,0,-0.76,-0.03,0.86,1.72,,,663624,0,2,Bot,,,,,,1462,6.7,776387,680779,,11,1,0,0,0,0,Standard,Standard,1,0,6
SI,98.1,-2.42,5.61,single,hit_into_play,7,R,X,5,ground_ball,3,2,-1.52,0.48,-0.44,2.27,,,,0,2,Bot,117.66,182.3,2,62.5,-55,2158,6.6,776387,680779,2,10,6,0,0,0,0,Standard,Standard,1,0,6
ST,83.7,-2.62,5.58,,ball,13,R,B,,,2,2,0.87,0.28,-1.73,2.51,,,,0,2,Bot,,,,,,2367,6.5,776387,680779,,10,5,0,0,0,0,Standard,Standard,1,0,6
FF,98.2,-2.25,5.68,,ball,12,R,B,,,1,2,-1.22,0.86,0.93,3.54,,,,0,2,Bot,,,,,,2316,6.7,776387,680779,,10,4,0,0,0,0,Standard,Standard,1,0,6
ST,83.9,-2.46,5.57,,swinging_strike,3,R,S,,,1,1,1.33,0.72,0.55,3.26,,,,0,2,Bot,,,,,,2322,6.6,776387,680779,,10,3,0,0,0,0,Standard,Standard,1,0,6
FF,96.7,-2.44,5.66,,ball,12,R,B,,,0,1,-0.84,1.12,0.88,3.53,,,,0,2,Bot,,,,,,2252,6.6,776387,680779,,10,2,0,0,0,0,Standard,Standard,1,0,6
SI,96,-2.29,5.76,,called_strike,2,R,S,,,0,0,-1.45,0.47,0.21,3.07,,,,0,2,Bot,,,,,,2203,6.6,776387,680779,,10,1,0,0,0,0,Standard,Standard,1,0,6
FF,97.7,-3.04,5.61,strikeout,swinging_strike,6,L,S,2,,2,2,-1.1,1.01,0.33,2.74,,,,2,1,Bot,,,,,,2152,6.6,776387,680779,,6,5,0,0,0,0,Standard,Standard,1,0,6
FS,93.7,-3.15,5.64,,called_strike,13,L,S,,,2,1,-0.9,-0.37,-0.87,2.25,,,,2,1,Bot,,,,,,1537,6.7,776387,680779,,6,4,0,0,0,0,Standard,Standard,1,0,6
FS,94.3,-3.03,5.64,,swinging_strike,14,L,S,,,2,0,-1,-0.03,0.73,1.6,,,,2,1,Bot,,,,,,1510,6.5,776387,680779,,6,3,0,0,0,0,Standard,Standard,1,0,6
CH,89.8,-3.23,5.62,,ball,13,L,B,,,1,0,-1.3,0.56,-1.11,2.66,,,,2,1,Bot,,,,,,1632,6.7,776387,680779,,6,2,0,0,0,0,Standard,Standard,1,0,6
FS,94.7,-3.07,5.67,,ball,7,L,B,,,0,0,-1.02,-0.09,-0.79,1.64,,,,2,1,Bot,,,,,,1688,6.6,776387,680779,,6,1,0,0,0,0,Standard,Standard,1,0,6
ST,82.9,-2.46,5.5,field_out,hit_into_play,6,R,X,9,fly_ball,0,1,1.25,0.43,0.56,2.75,,,,1,1,Bot,176.8,133.31,208,77.5,50,2361,6.6,776387,680779,3,5,2,0,0,0,0,Standard,Standard,1,0,6
SI,96.7,-2.39,5.7,,called_strike,2,R,S,,,0,0,-1.47,0.36,0.18,2.91,,,,1,1,Bot,,,,,,2035,6.6,776387,680779,,5,1,0,0,0,0,Standard,Standard,1,0,6
FF,97.3,-3.07,5.6,strikeout,swinging_strike,11,L,S,2,,1,2,-1.05,1.04,-0.95,3.11,,,,0,1,Bot,,,,,,2202,6.7,776387,680779,,4,4,0,0,0,0,Standard,Standard,1,0,6
FF,98.3,-3.01,5.65,,called_strike,3,L,S,,,1,1,-0.99,1.06,0.37,3.19,,,,0,1,Bot,,,,,,2228,6.7,776387,680779,,4,3,0,0,0,0,Standard,Standard,1,0,6
FS,92.8,-2.99,5.64,,foul,5,L,S,,,1,0,-0.83,0.31,0.1,2.52,,,,0,1,Bot,,,134,81.1,79,1571,6.6,776387,680779,,4,2,0,0,0,0,Standard,Standard,1,0,6
FF,96.6,-2.89,5.73,,ball,11,L,B,,,0,0,-1.05,1.06,-0.85,3.71,,,,0,1,Bot,,,,,,2207,6.6,776387,680779,,4,1,0,0,0,0,Standard,Standard,1,0,6
FF,98.2,-2.98,5.56,field_out,hit_into_play,5,L,X,8,fly_ball,3,1,-1.17,0.87,0,2.63,,,,2,6,Top,85.25,49.16,383,99.3,34,2303,6.7,776461,680779,5,48,5,0,5,0,5,Strategic,Standard,3,2,6
FF,98.4,-2.9,5.5,,called_strike,8,L,S,,,3,0,-1.16,0.81,0.17,1.69,,,,2,6,Top,,,,,,2277,6.7,776461,680779,,48,4,0,5,0,5,Infield shade,Standard,3,2,6
FF,98.6,-2.99,5.51,,ball,13,L,B,,,2,0,-1.22,0.76,-1.54,2.22,,,,2,6,Top,,,,,,2336,6.5,776461,680779,,48,3,0,5,0,5,Infield shade,Standard,3,2,6
CU,84.7,-3.09,5.5,,ball,14,L,B,,,1,0,0.3,-0.15,0.82,0.71,,,,2,6,Top,,,,,,2478,6.4,776461,680779,,48,2,0,5,0,5,Strategic,Standard,3,2,6
FF,97.1,-2.95,5.61,,ball,11,L,B,,,0,0,-1.09,0.89,-0.52,4.86,,,,2,6,Top,,,,,,2190,6.6,776461,680779,,48,1,0,5,0,5,Strategic,Standard,3,2,6
ST,84,-2.42,5.52,field_out,hit_into_play,11,R,X,5,popup,1,2,0.67,0.5,-1.12,2.75,,,,1,6,Top,113.15,178.88,52,73.2,77,2243,6.5,776461,680779,3,47,4,0,5,0,5,Standard,Standard,3,2,6
SI,96.4,-2.23,5.64,,foul,5,R,S,,,1,1,-1.48,0.46,0.1,2.57,,,,1,6,Top,,,212,80.7,21,2168,6.7,776461,680779,,47,3,0,5,0,5,Standard,Standard,3,2,6
FF,97.4,-2.17,5.63,,ball,3,R,B,,,0,1,-1.05,1.07,0.42,3.29,,,,1,6,Top,,,,,,2355,6.6,776461,680779,,47,2,0,5,0,5,Standard,Standard,3,2,6
SI,96.7,-2.16,5.67,,called_strike,8,R,S,,,0,0,-1.45,0.53,0.07,1.86,,,,1,6,Top,,,,,,2155,6.5,776461,680779,,47,1,0,5,0,5,Standard,Standard,3,2,6
FF,98.3,-3.04,5.58,strikeout,swinging_strike,11,L,S,2,,0,2,-1.11,1.02,-1.04,3.56,,,,0,6,Top,,,,,,2275,6.6,776461,680779,,46,3,0,5,0,5,Infield shade,Standard,3,2,6
CH,89.8,-3.11,5.62,,foul_tip,8,L,S,,,0,1,-1.49,0.2,-0.17,1.67,,,,0,6,Top,,,,,,1739,6.2,776461,680779,,46,2,0,5,0,5,Strategic,Standard,3,2,6
ST,83.2,-3.13,5.64,,called_strike,4,L,S,,,0,0,1.2,0.39,-0.43,2.77,,,,0,6,Top,,,,,,2290,6.3,776461,680779,,46,1,0,5,0,5,Strategic,Standard,3,2,6
FF,98.7,-2.87,5.53,strikeout,swinging_strike,3,L,S,2,,2,2,-1.26,1.13,0.53,2.8,,,500743,2,5,Top,,,,,,2454,6.7,776461,680779,,37,7,0,1,0,1,Infield shade,Standard,2,1,6
CU,86,-2.82,5.5,,foul,6,L,S,,,2,2,0.39,-0.01,0.79,2.11,,,500743,2,5,Top,,,329,111.1,17,2372,6.5,776461,680779,,37,6,0,1,0,1,Strategic,Standard,2,1,6
FF,98,-2.85,5.52,,ball,11,L,B,,,1,2,-1.16,1.01,-1.07,3.16,,,500743,2,5,Top,,,,,,2313,6.7,776461,680779,,37,5,0,1,0,1,Strategic,Standard,2,1,6
CH,90.5,-2.84,5.5,,foul,13,L,S,,,1,2,-1.23,0.43,-0.24,1.09,,,500743,2,5,Top,,,2,46.7,-29,1827,6.6,776461,680779,,37,4,0,1,0,1,Standard,Standard,2,1,6
CH,89.9,-2.93,5.51,,ball,13,L,B,,,0,2,-1.08,0.28,-0.91,0.87,,,500743,2,5,Top,,,,,,1791,6.5,776461,680779,,37,3,0,1,0,1,Standard,Standard,2,1,6
CH,90.5,-2.85,5.47,,swinging_strike,7,L,S,,,0,1,-1.08,0.32,-0.74,1.64,,,500743,2,5,Top,,,,,,1770,6.5,776461,680779,,37,2,0,1,0,1,Standard,Standard,2,1,6
FF,98.3,-2.8,5.55,,foul,5,L,S,,,0,0,-1.12,1.14,-0.2,2.08,,,500743,2,5,Top,,,268,88.6,47,2304,6.6,776461,680779,,37,1,0,1,0,1,Standard,Standard,2,1,6
SI,97.2,-2.32,5.54,single,hit_into_play,8,R,X,8,ground_ball,1,2,-1.4,0.4,-0.17,1.65,,,,2,5,Top,120.83,141.99,34,95.1,-1,2301,6.6,776461,680779,2,36,4,0,1,0,1,Standard,Standard,2,1,6
CH,90.3,-2.53,5.55,,ball,13,R,B,,,0,2,-1.1,0.8,-2.07,2.27,,,,2,5,Top,,,,,,1704,6.5,776461,680779,,36,3,0,1,0,1,Standard,Standard,2,1,6
FS,94.2,-2.34,5.59,,foul,11,R,S,,,0,1,-0.94,0.12,-1.14,2.6,,,,2,5,Top,,,2,64.1,-50,1662,6.7,776461,680779,,36,2,0,1,0,1,Standard,Standard,2,1,6
FF,98.8,-2.18,5.64,,called_strike,2,R,S,,,0,0,-0.93,1.1,-0.26,3.23,,,,2,5,Top,,,,,,2251,6.7,776461,680779,,36,1,0,1,0,1,Standard,Standard,2,1,6
CH,90.1,-2.96,5.5,field_out,hit_into_play,8,L,X,9,fly_ball,2,2,-1.34,0.62,-0.14,1.76,,,,1,5,Top,180.14,115.37,248,75.5,43,1804,6.6,776461,680779,3,35,5,0,1,0,1,Standard,Standard,2,1,6
CU,85.1,-3.04,5.49,,ball,14,L,B,,,1,2,0.48,-0.21,0.48,0.97,,,,1,5,Top,,,,,,2355,6.8,776461,680779,,35,4,0,1,0,1,Standard,Standard,2,1,6
FF,97.7,-2.78,5.53,,foul,3,L,S,,,1,1,-1.06,0.77,0.46,2.71,,,,1,5,Top,,,287,88,40,2192,6.6,776461,680779,,35,3,0,1,0,1,Standard,Standard,2,1,6
CU,85.3,-2.97,5.6,,called_strike,4,L,S,,,1,0,0.49,-0.2,-0.3,2.11,,,,1,5,Top,,,,,,2310,6.7,776461,680779,,35,2,0,1,0,1,Standard,Standard,2,1,6
FF,98,-3.1,5.61,,ball,11,L,B,,,0,0,-1.3,0.96,-1.97,3.51,,,,1,5,Top,,,,,,2290,6.6,776461,680779,,35,1,0,1,0,1,Standard,Standard,2,1,6
ST,84.2,-2.4,5.49,field_out,hit_into_play,8,R,X,5,ground_ball,0,0,0.66,0.59,0.06,2,,,,0,5,Top,105.89,163.75,10,86.1,-11,2350,6.8,776461,680779,2,34,1,0,1,0,1,Standard,Standard,2,1,6
CH,90.9,-3.11,5.56,strikeout,swinging_strike_blocked,13,L,S,2,,3,2,-1.21,0.37,-0.2,1.31,,,,2,4,Top,,,,,,1785,6.6,776461,680779,,29,9,0,1,0,1,Strategic,Standard,2,1,6
FF,99.3,-2.9,5.55,,foul,11,L,S,,,3,2,-0.96,1.09,-0.43,3.62,,,,2,4,Top,,,212,79,59,2203,6.7,776461,680779,,29,8,0,1,0,1,Strategic,Standard,2,1,6
FS,94.8,-3.07,5.57,,foul,7,L,S,,,3,2,-0.71,0.1,-0.33,2.09,,,,2,4,Top,,,2,80.8,-53,1616,6.7,776461,680779,,29,7,0,1,0,1,Strategic,Standard,2,1,6
CU,86,-3.05,5.54,,ball,14,L,B,,,2,2,0.62,-0.12,0.75,0.83,,,,2,4,Top,,,,,,2382,6.8,776461,680779,,29,6,0,1,0,1,Strategic,Standard,2,1,6
FF,98.7,-2.95,5.48,,foul,6,L,S,,,2,2,-1.05,0.92,0.39,2.27,,,,2,4,Top,,,212,78.5,21,2404,6.9,776461,680779,,29,5,0,1,0,1,Strategic,Standard,2,1,6
FF,98.4,-2.91,5.54,,foul_tip,1,L,S,,,2,1,-0.98,1.01,-0.52,2.82,,,,2,4,Top,,,,,,2185,6.7,776461,680779,,29,4,0,1,0,1,Strategic,Standard,2,1,6
FF,99.2,-2.81,5.58,,foul,5,L,S,,,2,0,-0.87,1.02,-0.2,2.14,,,,2,4,Top,,,7,106.9,-17,2240,6.7,776461,680779,,29,3,0,1,0,1,Strategic,Standard,2,1,6
ST,85.7,-2.96,5.55,,ball,13,L,B,,,1,0,1.01,0.61,-1.02,2.32,,,,2,4,Top,,,,,,2123,6.7,776461,680779,,29,2,0,1,0,1,Strategic,Standard,2,1,6
FF,98.1,-3,5.67,,ball,11,L,B,,,0,0,-0.79,1.14,-2.04,3.9,,,,2,4,Top,,,,,,2157,6.7,776461,680779,,29,1,0,1,0,1,Standard,Standard,2,1,6
FF,98.5,-2.29,5.57,strikeout,swinging_strike,2,R,S,2,,0,2,-0.96,0.99,-0.05,3.35,,,,1,4,Top,,,,,,2250,6.8,776461,680779,,28,4,0,1,0,1,Standard,Standard,2,1,6
ST,84.9,-2.4,5.51,,foul,6,R,S,,,0,2,1.33,0.61,0.48,2.38,,,,1,4,Top,,,9,74.6,-12,2178,6.9,776461,680779,,28,3,0,1,0,1,Standard,Standard,2,1,6
SI,97.9,-2.19,5.56,,called_strike,9,R,S,,,0,1,-1.38,0.39,0.49,2.15,,,,1,4,Top,,,,,,2141,6.8,776461,680779,,28,2,0,1,0,1,Standard,Standard,2,1,6
ST,85.8,-2.31,5.45,,called_strike,8,R,S,,,0,0,0.84,0.36,-0.19,2.2,,,,1,4,Top,,,,,,2236,6.8,776461,680779,,28,1,0,1,0,1,Standard,Standard,2,1,6
FS,94.8,-2.83,5.6,field_out,hit_into_play,8,L,X,3,ground_ball,1,1,-0.85,0.48,-0.23,1.86,,,,0,4,Top,153.69,164.35,21,98.1,-4,1668,6.7,776461,680779,2,27,3,0,1,0,1,Strategic,Standard,2,1,6
FF,98.2,-2.87,5.56,,foul_tip,9,L,S,,,1,0,-0.76,1.01,0.4,2.37,,,,0,4,Top,,,,,,2279,6.8,776461,680779,,27,2,0,1,0,1,Strategic,Standard,2,1,6
ST,83.6,-2.99,5.52,,ball,13,L,B,,,0,0,1.1,0.76,-1.8,1.74,,,,0,4,Top,,,,,,2312,6.5,776461,680779,,27,1,0,1,0,1,Standard,Standard,2,1,6
SI,98.1,-2.4,5.53,force_out,hit_into_play,4,R,X,6,ground_ball,1,0,-1.38,0.66,-0.66,2.65,,687221,660271,2,3,Top,111.33,146.94,97,96.6,5,2272,6.6,776461,680779,4,22,2,0,0,0,0,Standard,Standard,2,1,6
SL,87.2,-2.47,5.4,,ball,14,R,B,,,0,0,0.33,0.73,2.01,0.81,,687221,660271,2,3,Top,,,,,,2408,6.9,776461,680779,,22,1,0,0,0,0,Standard,Standard,2,1,6
FF,98.4,-2.89,5.48,walk,ball,11,L,B,,,3,1,-1.24,0.78,-1.91,2.91,,687221,,2,3,Top,,,,,,2268,6.8,776461,680779,,21,5,0,0,0,0,Standard,Standard,2,1,6
CU,86.3,-2.9,5.39,,blocked_ball,14,L,B,,,2,1,0.5,-0.19,1.53,0.67,,687221,,2,3,Top,,,,,,2517,6.9,776461,680779,,21,4,0,0,0,0,Standard,Standard,2,1,6
CH,91.4,-2.98,5.39,,ball,14,L,B,,,1,1,-1.31,0.52,0.16,1.03,,687221,,2,3,Top,,,,,,1768,6.9,776461,680779,,21,3,0,0,0,0,Standard,Standard,2,1,6
CH,90.3,-3.05,5.39,,ball,13,L,B,,,0,1,-1.25,0.65,-1.17,1.66,,687221,,2,3,Top,,,,,,1697,6.8,776461,680779,,21,2,0,0,0,0,Standard,Standard,2,1,6
CU,85.9,-3.11,5.5,,called_strike,7,L,S,,,0,0,0.44,0.02,-0.51,1.82,,687221,,2,3,Top,,,,,,2377,6.8,776461,680779,,21,1,0,0,0,0,Standard,Standard,2,1,6
FF,98.1,-2.85,5.58,double,hit_into_play,6,L,X,9,fly_ball,1,0,-1.07,0.95,0.3,2.57,,,,2,3,Top,159.2,42.99,391,107.6,38,2244,6.8,776461,680779,6,20,2,0,0,0,0,Standard,Standard,1,0,6
FF,98.2,-2.95,5.62,,ball,11,L,B,,,0,0,-1.13,1.11,-1.12,3.86,,,,2,3,Top,,,,,,2322,6.7,776461,680779,,20,1,0,0,0,0,Standard,Standard,1,0,6
SI,98.2,-2.2,5.61,field_out,hit_into_play,5,R,X,5,ground_ball,0,0,-1.33,0.53,0.05,2.64,,,,1,3,Top,119.81,172.82,2,76.1,-59,2296,6.7,776461,680779,2,19,1,0,0,0,0,Standard,Standard,1,0,6
CU,86.3,-3.04,5.45,strikeout,swinging_strike_blocked,14,L,S,2,,1,2,0.4,-0.24,0.97,0.34,,,,0,3,Top,,,,,,2419,6.8,776461,680779,,18,4,0,0,0,0,Standard,Standard,1,0,6
FF,98.7,-2.78,5.61,,foul,3,L,S,,,1,1,-1.3,1,0.37,2.52,,,,0,3,Top,,,211,74.4,34,2277,6.8,776461,680779,,18,3,0,0,0,0,Standard,Standard,1,0,6
FF,98.8,-2.77,5.56,,foul,12,L,S,,,1,0,-1.1,0.98,0.52,3.11,,,,0,3,Top,,,169,79.9,67,2299,6.9,776461,680779,,18,2,0,0,0,0,Standard,Standard,1,0,6
FF,96.7,-3.08,5.62,,ball,11,L,B,,,0,0,-1.13,0.92,-1.25,3.62,,,,0,3,Top,,,,,,2283,6.8,776461,680779,,18,1,0,0,0,0,Standard,Standard,1,0,6
ST,85.8,-2.4,5.52,strikeout,swinging_strike,3,R,S,2,,2,2,1.14,0.61,0.45,3.4,,,,2,2,Top,,,,,,2185,6.7,776461,680779,,11,9,0,0,0,0,Standard,Standard,1,0,6
CH,90.4,-2.62,5.56,,foul,11,R,S,,,2,2,-1.27,0.29,-1.78,2.75,,,,2,2,Top,,,328,104.6,25,1618,6.6,776461,680779,,11,8,0,0,0,0,Standard,Standard,1,0,6
ST,85,-2.44,5.55,,foul,11,R,S,,,2,2,1.09,0.8,-1.05,3.47,,,,2,2,Top,,,101,71.8,8,2363,6.7,776461,680779,,11,7,0,0,0,0,Standard,Standard,1,0,6
FF,98.4,-2.33,5.54,,foul,11,R,S,,,2,2,-1.26,0.93,-0.9,3.57,,,,2,2,Top,,,118,61.7,66,2204,6.9,776461,680779,,11,6,0,0,0,0,Standard,Standard,1,0,6
ST,86,-2.51,5.44,,foul,1,R,S,,,2,2,0.62,0.74,-0.74,3.04,,,,2,2,Top,,,174,63.5,54,2387,6.9,776461,680779,,11,5,0,0,0,0,Standard,Standard,1,0,6
CH,91.1,-2.63,5.57,,ball,13,R,B,,,1,2,-1.16,0.4,-1.56,1.78,,,,2,2,Top,,,,,,1709,6.5,776461,680779,,11,4,0,0,0,0,Standard,Standard,1,0,6
SL,87.6,-2.34,5.44,,ball,14,R,B,,,0,2,0.01,0.5,0.9,1.58,,,,2,2,Top,,,,,,2416,6.9,776461,680779,,11,3,0,0,0,0,Standard,Standard,1,0,6
FF,99.3,-2.25,5.52,,called_strike,6,R,S,,,0,1,-1.07,0.84,0.67,2.49,,,,2,2,Top,,,,,,2383,6.8,776461,680779,,11,2,0,0,0,0,Standard,Standard,1,0,6
SI,98.8,-2.36,5.63,,called_strike,8,R,S,,,0,0,-1.19,0.5,0.21,1.75,,,,2,2,Top,,,,,,2161,6.8,776461,680779,,11,1,0,0,0,0,Standard,Standard,1,0,6
FF,99.8,-3.02,5.57,strikeout,called_strike,6,L,S,2,,1,2,-1.04,0.94,0.38,2.64,,,,1,2,Top,,,,,,2378,6.7,776461,680779,,10,7,0,0,0,0,Strategic,Standard,1,0,6
FF,99.1,-3.01,5.51,,foul,1,L,S,,,1,2,-1.13,0.74,-0.81,3.34,,,,1,2,Top,,,235,85,20,2196,6.8,776461,680779,,10,6,0,0,0,0,Strategic,Standard,1,0,6
CH,91.5,-3.19,5.47,,foul,13,L,S,,,1,2,-1.2,0.45,-1.2,1.94,,,,1,2,Top,,,222,81.9,57,1648,6.9,776461,680779,,10,5,0,0,0,0,Strategic,Standard,1,0,6
CU,86.3,-3.11,5.48,,ball,14,L,B,,,0,2,0.41,-0.24,0.34,0.27,,,,1,2,Top,,,,,,2395,7,776461,680779,,10,4,0,0,0,0,Strategic,Standard,1,0,6
FF,99.5,-2.95,5.53,,foul,4,L,S,,,0,2,-1.17,1.02,-0.62,2.65,,,,1,2,Top,,,224,79.8,41,2400,6.8,776461,680779,,10,3,0,0,0,0,Strategic,Standard,1,0,6
FF,98.1,-2.91,5.56,,foul,7,L,S,,,0,1,-1.16,0.81,-0.49,1.72,,,,1,2,Top,,,214,77.6,56,2286,6.7,776461,680779,,10,2,0,0,0,0,Standard,Standard,1,0,6
ST,84.6,-2.96,5.58,,called_strike,13,L,S,,,0,0,1.01,0.12,-0.88,2.01,,,,1,2,Top,,,,,,2420,6.6,776461,680779,,10,1,0,0,0,0,Standard,Standard,1,0,6
FF,98.4,-2.44,5.54,field_out,hit_into_play,1,R,X,9,fly_ball,1,2,-1.08,1.17,-0.54,3.43,,,,0,2,Top,159.22,97.01,268,88.3,44,2309,6.8,776461,680779,3,9,4,0,0,0,0,Standard,Standard,1,0,6
ST,85.8,-2.49,5.54,,foul,5,R,S,,,1,1,0.86,1,-0.21,2.71,,,,0,2,Top,,,246,76.6,43,2327,7,776461,680779,,9,3,0,0,0,0,Standard,Standard,1,0,6
SI,98.7,-2.34,5.6,,ball,13,R,B,,,0,1,-1.43,0.41,-1.42,1.72,,,,0,2,Top,,,,,,2285,6.7,776461,680779,,9,2,0,0,0,0,Standard,Standard,1,0,6
SI,97.6,-2.42,5.62,,foul,13,R,S,,,0,0,-1.23,0.31,-0.37,1.5,,,,0,2,Top,,,1,85.6,-49,2327,6.7,776461,680779,,9,1,0,0,0,0,Standard,Standard,1,0,6
CH,91.9,-3.14,5.47,field_out,hit_into_play,8,L,X,4,popup,3,2,-1.35,0.5,-0.25,2.08,,,,2,1,Top,147.64,162.54,123,91.1,69,1739,6.9,776461,680779,3,3,6,0,0,0,0,Strategic,Standard,1,0,6
CH,91.5,-3.28,5.53,,ball,13,L,B,,,2,2,-1.5,0.27,-1.92,2.62,,,,2,1,Top,,,,,,1802,6.9,776461,680779,,3,5,0,0,0,0,Strategic,Standard,1,0,6
FF,98.9,-2.97,5.53,,ball,6,L,B,,,1,2,-1.03,1.18,0.76,2.75,,,,2,1,Top,,,,,,2432,6.7,776461,680779,,3,4,0,0,0,0,Strategic,Standard,1,0,6
